""	"coverage"	"feature"
"140"	0	""
"141"	0	""
"142"	0	""
"143"	0	""
"144"	0	""
"145"	0	""
"146"	0	""
"147"	0	""
"148"	0	""
"149"	0	""
"150"	0	""
"151"	0	""
"152"	0	""
"153"	0	""
"154"	0	""
"155"	0	""
"156"	0	""
"157"	0	""
"158"	0	""
"159"	0	""
"160"	0	""
"161"	0	""
"162"	0	""
"163"	0	""
"164"	0	""
"165"	0	""
"166"	0	""
"167"	0	""
"168"	1	""
"169"	2	""
"170"	2	""
"171"	2	""
"172"	2	""
"173"	3	""
"174"	4	""
"175"	7	""
"176"	7	""
"177"	7	""
"178"	7	""
"179"	8	""
"180"	8	""
"181"	8	""
"182"	8	""
"183"	8	""
"184"	8	""
"185"	9	""
"186"	9	""
"187"	9	""
"188"	9	""
"189"	9	""
"190"	9	""
"191"	9	""
"192"	9	""
"193"	9	""
"194"	9	""
"195"	10	""
"196"	10	""
"197"	10	""
"198"	10	""
"199"	10	""
"200"	10	""
"201"	12	""
"202"	12	""
"203"	13	""
"204"	12	""
"205"	11	""
"206"	9	""
"207"	5	""
"208"	5	""
"209"	5	""
"210"	5	""
"211"	5	""
"212"	5	""
"213"	5	""
"214"	6	""
"215"	6	""
"216"	6	""
"217"	6	""
"218"	5	""
"219"	5	""
"220"	5	""
"221"	5	""
"222"	6	""
"223"	6	""
"224"	7	""
"225"	7	""
"226"	7	""
"227"	6	""
"228"	6	""
"229"	6	""
"230"	6	""
"231"	5	""
"232"	4	""
"233"	4	""
"234"	4	""
"235"	4	""
"236"	4	""
"237"	4	""
"238"	3	""
"239"	4	""
"240"	4	""
"241"	4	""
"242"	4	""
"243"	4	""
"244"	4	""
"245"	4	""
"246"	4	""
"247"	4	""
"248"	4	""
"249"	5	""
"250"	5	""
"251"	5	""
"252"	4	""
"253"	4	""
"254"	4	""
"255"	3	""
"256"	3	""
"257"	3	""
"258"	3	""
"259"	3	""
"260"	3	""
"261"	3	""
"262"	3	""
"263"	3	""
"264"	4	""
"265"	4	""
"266"	4	""
"267"	4	""
"268"	3	""
"269"	3	""
"270"	3	""
"271"	3	""
"272"	3	""
"273"	2	""
"274"	2	""
"275"	2	""
"276"	2	""
"277"	2	""
"278"	2	""
"279"	2	""
"280"	2	""
"281"	1	""
"282"	1	""
"283"	1	""
"284"	1	""
"285"	1	""
"286"	1	""
"287"	1	""
"288"	1	""
"289"	1	""
"290"	1	""
"291"	1	""
"292"	0	""
"293"	0	""
"294"	0	""
"295"	0	""
"296"	0	""
"297"	0	""
"298"	0	""
"299"	0	""
"300"	0	""
"301"	0	""
"302"	1	""
"303"	1	""
"304"	1	"Exon 2"
"305"	1	""
"306"	1	""
"307"	5	""
"308"	5	""
"309"	5	""
"310"	5	""
"311"	6	""
"312"	6	""
"313"	6	""
"314"	7	""
"315"	7	""
"316"	7	""
"317"	7	""
"318"	7	""
"319"	7	""
"320"	7	""
"321"	7	""
"322"	7	""
"323"	7	""
"324"	7	""
"325"	7	""
"326"	8	""
"327"	8	""
"328"	8	""
"329"	8	""
"330"	7	""
"331"	7	""
"332"	7	""
"333"	7	""
"334"	6	""
"335"	5	""
"336"	5	""
"337"	5	""
"338"	5	""
"339"	5	""
"340"	5	""
"341"	4	""
"342"	4	""
"343"	4	""
"344"	4	""
"345"	3	""
"346"	3	""
"347"	3	""
"348"	3	""
"349"	3	""
"350"	2	""
"351"	2	""
"352"	2	""
"353"	2	""
"354"	2	""
"355"	2	""
"356"	2	""
"357"	1	""
"358"	1	""
"359"	0	""
"360"	1	""
"361"	1	""
"362"	1	""
"363"	1	""
"364"	1	""
"365"	1	""
"366"	1	""
"367"	1	""
"368"	1	""
"369"	1	""
"370"	1	""
"371"	1	""
"372"	1	""
"373"	1	""
"374"	3	""
"375"	3	""
"376"	3	""
"377"	3	""
"378"	3	""
"379"	3	""
"380"	3	""
"381"	3	""
"382"	3	""
"383"	4	""
"384"	4	""
"385"	4	""
"386"	4	""
"387"	4	""
"388"	4	""
"389"	4	""
"390"	4	""
"391"	4	""
"392"	4	""
"393"	4	""
"394"	4	""
"395"	4	""
"396"	4	""
"397"	4	""
"398"	4	""
"399"	2	""
"400"	2	""
"401"	2	""
"402"	2	""
"403"	2	""
"404"	2	""
"405"	2	""
"406"	2	""
"407"	2	""
"408"	2	""
"409"	2	""
"410"	4	""
"411"	4	""
"412"	6	""
"413"	7	""
"414"	7	""
"415"	6	""
"416"	6	""
"417"	5	""
"418"	5	""
"419"	5	""
"420"	5	""
"421"	5	""
"422"	5	""
"423"	5	""
"424"	6	""
"425"	6	""
"426"	6	""
"427"	6	""
"428"	6	""
"429"	6	""
"430"	6	""
"431"	6	""
"432"	6	""
"433"	6	""
"434"	6	""
"435"	6	""
"436"	5	""
"437"	6	""
"438"	6	""
"439"	6	""
"440"	6	""
"441"	5	""
"442"	3	""
"443"	3	""
"444"	3	""
"445"	3	"Exon 3"
"446"	2	""
"447"	2	""
"448"	3	""
"449"	3	""
"450"	3	""
"451"	3	""
"452"	4	""
"453"	4	""
"454"	3	""
"455"	3	""
"456"	3	""
"457"	3	""
"458"	3	""
"459"	3	""
"460"	3	""
"461"	3	""
"462"	2	""
"463"	3	""
"464"	4	""
"465"	4	""
"466"	4	""
"467"	4	""
"468"	4	""
"469"	4	""
"470"	4	""
"471"	4	""
"472"	4	""
"473"	4	""
"474"	4	""
"475"	4	""
"476"	3	""
"477"	3	""
"478"	3	""
"479"	3	""
"480"	3	""
"481"	3	""
"482"	3	""
"483"	3	""
"484"	2	""
"485"	2	""
"486"	2	""
"487"	2	""
"488"	2	""
"489"	2	""
"490"	1	""
"491"	1	""
"492"	1	""
"493"	0	""
"494"	1	""
"495"	1	""
"496"	1	""
"497"	1	""
"498"	1	""
"499"	1	""
"500"	1	""
"501"	2	""
"502"	2	""
"503"	2	""
"504"	2	""
"505"	2	""
"506"	5	""
"507"	5	""
"508"	5	""
"509"	5	""
"510"	5	""
"511"	5	""
"512"	5	""
"513"	5	""
"514"	5	""
"515"	5	""
"516"	5	""
"517"	5	""
"518"	5	""
"519"	5	""
"520"	5	""
"521"	5	""
"522"	5	""
"523"	5	""
"524"	6	""
"525"	6	""
"526"	6	""
"527"	5	""
"528"	4	""
"529"	3	""
"530"	3	""
"531"	3	""
"532"	2	""
"533"	2	""
"534"	1	""
"535"	1	""
"536"	1	""
"537"	1	""
"538"	1	"Exon 4"
"539"	1	""
"540"	1	""
"541"	1	""
"542"	1	""
"543"	1	""
"544"	1	""
"545"	1	""
"546"	1	""
"547"	1	""
"548"	1	""
"549"	0	""
"550"	0	""
"551"	0	""
"552"	0	""
"553"	0	""
"554"	0	""
"555"	0	""
"556"	0	""
"557"	0	""
"558"	0	""
"559"	0	""
"560"	0	""
"561"	0	""
"562"	2	""
"563"	2	""
"564"	2	""
"565"	2	""
"566"	3	""
"567"	3	""
"568"	3	""
"569"	4	""
"570"	5	""
"571"	5	""
"572"	5	""
"573"	5	""
"574"	7	""
"575"	7	""
"576"	7	""
"577"	7	""
"578"	7	""
"579"	7	""
"580"	7	""
"581"	7	""
"582"	7	""
"583"	7	""
"584"	7	""
"585"	7	""
"586"	7	""
"587"	7	""
"588"	7	""
"589"	7	""
"590"	5	""
"591"	5	""
"592"	6	""
"593"	4	""
"594"	4	""
"595"	4	""
"596"	3	""
"597"	3	""
"598"	3	""
"599"	3	""
"600"	2	""
"601"	1	""
"602"	1	""
"603"	1	""
"604"	1	""
"605"	1	""
"606"	1	""
"607"	1	""
"608"	2	""
"609"	2	""
"610"	3	""
"611"	3	""
"612"	3	""
"613"	3	""
"614"	3	""
"615"	3	""
"616"	3	""
"617"	3	""
"618"	2	""
"619"	2	""
"620"	3	""
"621"	3	""
"622"	3	""
"623"	3	""
"624"	3	""
"625"	3	""
"626"	3	""
"627"	3	""
"628"	3	""
"629"	3	""
"630"	3	""
"631"	3	""
"632"	4	""
"633"	4	""
"634"	4	""
"635"	4	""
"636"	4	""
"637"	5	""
"638"	5	""
"639"	5	""
"640"	4	""
"641"	4	""
"642"	4	""
"643"	4	""
"644"	5	""
"645"	5	""
"646"	5	""
"647"	5	""
"648"	5	""
"649"	5	""
"650"	6	""
"651"	5	""
"652"	5	""
"653"	5	"Exon 5"
"654"	5	""
"655"	5	""
"656"	5	""
"657"	5	""
"658"	5	""
"659"	5	""
"660"	5	""
"661"	5	""
"662"	5	""
"663"	3	""
"664"	3	""
"665"	3	""
"666"	3	""
"667"	3	""
"668"	4	""
"669"	4	""
"670"	3	""
"671"	3	""
"672"	4	""
"673"	5	""
"674"	6	""
"675"	7	""
"676"	7	""
"677"	7	""
"678"	7	""
"679"	7	""
"680"	7	""
"681"	7	""
"682"	7	""
"683"	7	""
"684"	6	""
"685"	6	""
"686"	6	""
"687"	6	""
"688"	6	""
"689"	6	""
"690"	6	""
"691"	6	""
"692"	6	""
"693"	6	""
"694"	5	""
"695"	5	""
"696"	5	"Exon 6"
"697"	4	""
"698"	3	""
"699"	3	""
"700"	3	""
"701"	3	""
"702"	3	""
"703"	3	""
"704"	4	""
"705"	3	""
"706"	2	""
"707"	2	""
"708"	1	""
"709"	1	""
"710"	1	""
"711"	1	""
"712"	1	""
"713"	1	""
"714"	3	""
"715"	3	""
"716"	3	""
"717"	4	""
"718"	4	""
"719"	4	""
"720"	4	""
"721"	5	""
"722"	5	""
"723"	5	""
"724"	5	""
"725"	5	""
"726"	5	""
"727"	5	""
"728"	6	""
"729"	6	""
"730"	6	""
"731"	6	""
"732"	6	""
"733"	5	""
"734"	5	""
"735"	5	""
"736"	5	""
"737"	5	""
"738"	5	""
"739"	5	""
"740"	5	""
"741"	5	""
"742"	5	""
"743"	5	""
"744"	5	""
"745"	3	""
"746"	3	""
"747"	3	""
"748"	3	""
"749"	3	""
"750"	2	""
"751"	2	""
"752"	2	""
"753"	3	""
"754"	3	""
"755"	3	""
"756"	2	""
"757"	2	""
"758"	3	""
"759"	3	""
"760"	3	""
"761"	3	""
"762"	3	""
"763"	3	""
"764"	3	""
"765"	3	""
"766"	3	""
"767"	3	""
"768"	3	""
"769"	3	""
"770"	3	""
"771"	4	""
"772"	4	""
"773"	4	""
"774"	4	""
"775"	4	""
"776"	4	""
"777"	4	""
"778"	4	""
"779"	3	""
"780"	3	""
"781"	4	""
"782"	3	""
"783"	3	""
"784"	3	""
"785"	3	""
"786"	3	""
"787"	3	""
"788"	3	""
"789"	3	""
"790"	3	""
"791"	3	""
"792"	3	""
"793"	3	""
"794"	3	""
"795"	3	"Exon 7"
"796"	3	""
"797"	4	""
"798"	4	""
"799"	4	""
"800"	4	""
"801"	3	""
"802"	2	""
"803"	2	""
"804"	2	""
"805"	2	""
"806"	2	""
"807"	2	""
"808"	2	""
"809"	2	""
"810"	1	""
"811"	1	""
"812"	1	""
"813"	1	""
"814"	1	""
"815"	1	""
"816"	1	""
"817"	1	""
"818"	1	""
"819"	1	""
"820"	2	""
"821"	3	""
"822"	2	""
"823"	2	""
"824"	2	""
"825"	2	""
"826"	3	""
"827"	3	""
"828"	5	""
"829"	5	""
"830"	5	""
"831"	5	""
"832"	5	""
"833"	5	""
"834"	5	""
"835"	5	""
"836"	5	""
"837"	5	""
"838"	5	""
"839"	5	""
"840"	5	""
"841"	6	""
"842"	6	""
"843"	6	""
"844"	7	""
"845"	7	""
"846"	7	""
"847"	7	""
"848"	7	""
"849"	7	""
"850"	7	""
"851"	6	""
"852"	6	""
"853"	5	""
"854"	5	""
"855"	5	""
"856"	5	""
"857"	5	""
"858"	2	""
"859"	2	""
"860"	2	""
"861"	2	""
"862"	2	""
"863"	2	""
"864"	2	""
"865"	2	""
"866"	2	""
"867"	2	""
"868"	1	""
"869"	0	""
"870"	0	""
"871"	0	""
"872"	0	""
"873"	0	""
"874"	0	""
"875"	0	""
"876"	0	""
"877"	0	""
"878"	0	""
"879"	0	""
"880"	0	""
"881"	0	""
"882"	0	""
"883"	0	""
"884"	0	""
"885"	0	""
"886"	0	""
"887"	0	""
"888"	0	""
"889"	0	""
"890"	0	""
"891"	0	""
"892"	0	""
"893"	0	""
"894"	0	""
"895"	0	""
"896"	0	""
"897"	0	""
"898"	0	""
"899"	0	""
"900"	0	""
"901"	0	""
"902"	0	""
"903"	0	""
"904"	0	""
"905"	0	""
"906"	1	""
"907"	1	""
"908"	1	""
"909"	1	""
"910"	1	""
"911"	1	""
"912"	1	""
"913"	1	""
"914"	1	""
"915"	1	""
"916"	1	""
"917"	1	""
"918"	2	""
"919"	2	""
"920"	2	""
"921"	2	""
"922"	2	""
"923"	2	""
"924"	2	""
"925"	2	""
"926"	2	""
"927"	2	""
"928"	2	""
"929"	4	""
"930"	5	""
"931"	5	""
"932"	5	""
"933"	5	""
"934"	5	""
"935"	7	""
"936"	7	""
"937"	7	""
"938"	7	""
"939"	7	""
"940"	7	""
"941"	8	""
"942"	8	""
"943"	8	""
"944"	9	""
"945"	8	""
"946"	8	""
"947"	8	""
"948"	8	""
"949"	8	""
"950"	9	""
"951"	9	""
"952"	9	""
"953"	9	""
"954"	9	""
"955"	9	""
"956"	9	""
"957"	8	""
"958"	7	""
"959"	6	""
"960"	6	""
"961"	6	""
"962"	6	""
"963"	6	""
"964"	5	""
"965"	5	""
"966"	4	""
"967"	4	""
"968"	4	""
"969"	3	""
"970"	3	""
"971"	2	""
"972"	2	""
"973"	2	""
"974"	2	""
"975"	2	""
"976"	2	""
"977"	2	""
"978"	2	""
"979"	2	""
"980"	2	"Exon 8"
"981"	2	""
"982"	1	""
"983"	1	""
"984"	1	""
"985"	1	""
"986"	1	""
"987"	1	""
"988"	1	""
"989"	1	""
"990"	0	""
"991"	0	""
"992"	0	""
"993"	0	""
"994"	0	""
"995"	0	""
"996"	0	""
"997"	1	""
"998"	1	""
"999"	1	""
"1000"	1	""
"1001"	2	""
"1002"	2	""
"1003"	2	""
"1004"	2	""
"1005"	2	""
"1006"	3	""
"1007"	4	""
"1008"	5	""
"1009"	5	""
"1010"	5	""
"1011"	5	""
"1012"	5	""
"1013"	5	""
"1014"	5	""
"1015"	5	""
"1016"	5	""
"1017"	5	""
"1018"	5	""
"1019"	5	""
"1020"	5	""
"1021"	5	""
"1022"	5	""
"1023"	5	""
"1024"	5	""
"1025"	5	""
"1026"	5	""
"1027"	5	""
"1028"	5	""
"1029"	5	""
"1030"	5	""
"1031"	3	""
"1032"	3	""
"1033"	3	""
"1034"	2	""
"1035"	1	""
"1036"	1	""
"1037"	1	""
"1038"	3	""
"1039"	2	""
"1040"	2	""
"1041"	2	""
"1042"	2	""
"1043"	2	""
"1044"	2	""
"1045"	2	""
"1046"	2	""
"1047"	4	""
"1048"	4	""
"1049"	4	""
"1050"	4	""
"1051"	4	""
"1052"	4	""
"1053"	4	""
"1054"	4	""
"1055"	4	""
"1056"	4	""
"1057"	4	""
"1058"	4	""
"1059"	4	""
"1060"	4	""
"1061"	4	""
"1062"	4	""
"1063"	4	""
"1064"	4	""
"1065"	3	""
"1066"	3	""
"1067"	3	""
"1068"	3	""
"1069"	3	""
"1070"	3	""
"1071"	3	""
"1072"	2	""
"1073"	1	""
"1074"	1	""
"1075"	1	""
"1076"	1	""
"1077"	1	""
"1078"	0	""
"1079"	0	""
"1080"	0	""
"1081"	0	""
"1082"	0	""
"1083"	0	""
"1084"	0	""
"1085"	0	""
"1086"	0	""
"1087"	0	""
"1088"	0	"Exon 9"
"1089"	0	""
"1090"	0	""
"1091"	0	""
"1092"	0	""
"1093"	0	""
"1094"	0	""
"1095"	0	""
"1096"	0	""
"1097"	0	""
"1098"	0	""
"1099"	0	""
"1100"	0	""
"1101"	0	""
"1102"	1	""
"1103"	2	""
"1104"	2	""
"1105"	2	""
"1106"	2	""
"1107"	2	""
"1108"	2	""
"1109"	2	""
"1110"	2	""
"1111"	2	""
"1112"	2	""
"1113"	2	""
"1114"	2	""
"1115"	4	""
"1116"	4	""
"1117"	5	""
"1118"	5	""
"1119"	5	""
"1120"	5	""
"1121"	5	""
"1122"	5	""
"1123"	5	""
"1124"	5	""
"1125"	5	""
"1126"	5	""
"1127"	5	""
"1128"	5	""
"1129"	5	""
"1130"	5	""
"1131"	4	""
"1132"	4	""
"1133"	3	""
"1134"	3	""
"1135"	4	""
"1136"	4	""
"1137"	4	""
"1138"	4	""
"1139"	4	""
"1140"	3	""
"1141"	3	""
"1142"	3	""
"1143"	1	""
"1144"	1	""
"1145"	1	""
"1146"	2	""
"1147"	2	""
"1148"	2	""
"1149"	2	""
"1150"	2	""
"1151"	2	""
"1152"	2	""
"1153"	2	""
"1154"	2	""
"1155"	2	""
"1156"	2	""
"1157"	2	""
"1158"	2	""
"1159"	2	""
"1160"	2	""
"1161"	2	""
"1162"	2	""
"1163"	2	""
"1164"	1	""
"1165"	1	""
"1166"	2	""
"1167"	2	""
"1168"	2	""
"1169"	2	""
"1170"	2	""
"1171"	2	""
"1172"	2	""
"1173"	2	""
"1174"	1	""
"1175"	1	""
"1176"	1	""
"1177"	1	""
"1178"	1	""
"1179"	1	""
"1180"	1	""
"1181"	1	""
"1182"	1	""
"1183"	1	""
"1184"	1	""
"1185"	1	""
"1186"	1	""
"1187"	1	""
"1188"	1	""
"1189"	1	""
"1190"	0	""
"1191"	0	""
"1192"	0	""
"1193"	1	""
"1194"	1	""
"1195"	1	""
"1196"	1	""
"1197"	1	""
"1198"	1	""
"1199"	1	""
"1200"	1	""
"1201"	1	""
"1202"	1	""
"1203"	1	""
"1204"	2	""
"1205"	2	""
"1206"	3	""
"1207"	3	""
"1208"	4	""
"1209"	4	""
"1210"	4	""
"1211"	4	"Exon 10"
"1212"	4	""
"1213"	4	""
"1214"	4	""
"1215"	4	""
"1216"	4	""
"1217"	4	""
"1218"	4	""
"1219"	4	""
"1220"	4	""
"1221"	4	""
"1222"	4	""
"1223"	4	""
"1224"	5	""
"1225"	5	""
"1226"	4	""
"1227"	4	""
"1228"	4	""
"1229"	4	""
"1230"	3	""
"1231"	4	""
"1232"	4	""
"1233"	4	""
"1234"	4	""
"1235"	4	""
"1236"	3	""
"1237"	3	""
"1238"	3	""
"1239"	3	""
"1240"	2	""
"1241"	3	""
"1242"	3	""
"1243"	3	""
"1244"	3	""
"1245"	3	""
"1246"	3	""
"1247"	3	""
"1248"	4	""
"1249"	4	""
"1250"	4	""
"1251"	3	""
"1252"	3	""
"1253"	4	""
"1254"	4	""
"1255"	4	""
"1256"	4	""
"1257"	4	""
"1258"	4	""
"1259"	4	""
"1260"	4	""
"1261"	4	""
"1262"	4	""
"1263"	3	""
"1264"	3	""
"1265"	3	""
"1266"	3	""
"1267"	3	""
"1268"	2	""
"1269"	2	""
"1270"	2	""
"1271"	2	""
"1272"	2	""
"1273"	2	""
"1274"	3	""
"1275"	2	""
"1276"	2	""
"1277"	2	""
"1278"	2	""
"1279"	2	""
"1280"	2	""
"1281"	2	""
"1282"	2	""
"1283"	2	""
"1284"	2	""
"1285"	1	""
"1286"	2	""
"1287"	2	""
"1288"	2	""
"1289"	2	""
"1290"	3	""
"1291"	4	""
"1292"	4	""
"1293"	4	""
"1294"	4	""
"1295"	4	""
"1296"	4	""
"1297"	4	""
"1298"	3	""
"1299"	3	""
"1300"	3	""
"1301"	3	""
"1302"	3	""
"1303"	3	""
"1304"	3	""
"1305"	3	""
"1306"	3	""
"1307"	3	""
"1308"	3	""
"1309"	3	""
"1310"	4	""
"1311"	4	""
"1312"	4	""
"1313"	4	""
"1314"	3	""
"1315"	2	""
"1316"	6	""
"1317"	6	""
"1318"	6	""
"1319"	6	""
"1320"	6	""
"1321"	6	""
"1322"	6	""
"1323"	6	""
"1324"	6	""
"1325"	6	""
"1326"	6	""
"1327"	6	""
"1328"	6	""
"1329"	7	""
"1330"	7	""
"1331"	7	""
"1332"	7	""
"1333"	7	""
"1334"	7	""
"1335"	7	""
"1336"	7	""
"1337"	8	""
"1338"	8	""
"1339"	8	""
"1340"	8	""
"1341"	8	""
"1342"	7	""
"1343"	7	""
"1344"	7	""
"1345"	7	""
"1346"	6	""
"1347"	6	""
"1348"	4	""
"1349"	4	""
"1350"	4	""
"1351"	4	""
"1352"	4	""
"1353"	4	""
"1354"	5	""
"1355"	5	""
"1356"	5	""
"1357"	5	""
"1358"	4	""
"1359"	4	""
"1360"	5	""
"1361"	5	""
"1362"	5	""
"1363"	5	""
"1364"	5	""
"1365"	4	""
"1366"	4	""
"1367"	4	""
"1368"	4	""
"1369"	4	""
"1370"	4	""
"1371"	4	""
"1372"	4	""
"1373"	4	""
"1374"	4	""
"1375"	4	""
"1376"	2	""
"1377"	2	""
"1378"	3	""
"1379"	3	""
"1380"	3	""
"1381"	3	""
"1382"	3	""
"1383"	3	""
"1384"	2	""
"1385"	2	""
"1386"	2	""
"1387"	2	""
"1388"	1	""
"1389"	2	""
"1390"	2	""
"1391"	2	""
"1392"	2	""
"1393"	2	""
"1394"	2	""
"1395"	2	""
"1396"	2	""
"1397"	2	""
"1398"	2	""
"1399"	4	""
"1400"	5	""
"1401"	5	""
"1402"	5	""
"1403"	5	""
"1404"	5	""
"1405"	5	""
"1406"	5	"Exon 11"
"1407"	5	""
"1408"	4	""
"1409"	7	""
"1410"	7	""
"1411"	7	""
"1412"	7	""
"1413"	7	""
"1414"	7	""
"1415"	7	""
"1416"	7	""
"1417"	7	""
"1418"	7	""
"1419"	7	""
"1420"	6	""
"1421"	6	""
"1422"	6	""
"1423"	6	""
"1424"	13	""
"1425"	15	""
"1426"	13	""
"1427"	13	""
"1428"	12	""
"1429"	12	""
"1430"	12	""
"1431"	12	""
"1432"	12	""
"1433"	12	""
"1434"	12	""
"1435"	12	""
"1436"	12	""
"1437"	12	""
"1438"	12	""
"1439"	13	""
"1440"	12	""
"1441"	12	""
"1442"	10	""
"1443"	10	""
"1444"	10	""
"1445"	10	""
"1446"	10	""
"1447"	10	""
"1448"	11	""
"1449"	11	""
"1450"	11	""
"1451"	11	""
"1452"	11	""
"1453"	11	""
"1454"	11	""
"1455"	11	""
"1456"	11	""
"1457"	11	""
"1458"	4	""
"1459"	5	""
"1460"	5	""
"1461"	3	""
"1462"	3	""
"1463"	3	""
"1464"	3	""
"1465"	3	""
"1466"	3	""
"1467"	3	""
"1468"	3	""
"1469"	3	""
"1470"	2	""
"1471"	2	""
"1472"	2	""
"1473"	2	""
"1474"	2	""
"1475"	2	""
"1476"	2	""
"1477"	2	""
"1478"	1	""
"1479"	1	""
"1480"	1	""
"1481"	1	""
"1482"	2	""
"1483"	2	""
"1484"	1	""
"1485"	1	""
"1486"	1	""
"1487"	1	""
"1488"	2	""
"1489"	2	""
"1490"	2	""
"1491"	2	""
"1492"	2	""
"1493"	2	""
"1494"	2	""
"1495"	2	""
"1496"	2	""
"1497"	2	""
"1498"	2	""
"1499"	2	""
"1500"	2	""
"1501"	2	""
"1502"	2	""
"1503"	2	""
"1504"	2	""
"1505"	2	""
"1506"	2	""
"1507"	2	""
"1508"	2	""
"1509"	1	""
"1510"	1	""
"1511"	1	""
"1512"	1	""
"1513"	2	""
"1514"	2	""
"1515"	2	""
"1516"	2	""
"1517"	1	""
"1518"	1	""
"1519"	1	""
"1520"	2	""
"1521"	2	""
"1522"	2	""
"1523"	2	""
"1524"	2	""
"1525"	2	""
"1526"	2	""
"1527"	3	""
"1528"	3	""
"1529"	3	""
"1530"	3	""
"1531"	3	""
"1532"	3	""
"1533"	3	""
"1534"	3	""
"1535"	3	""
"1536"	3	""
"1537"	3	""
"1538"	3	""
"1539"	3	""
"1540"	3	""
"1541"	2	"Exon 12"
"1542"	2	""
"1543"	2	""
"1544"	2	""
"1545"	1	""
"1546"	1	""
"1547"	1	""
"1548"	1	""
"1549"	1	""
"1550"	1	""
"1551"	1	""
"1552"	1	""
"1553"	1	""
"1554"	1	""
"1555"	1	""
"1556"	1	""
"1557"	0	""
"1558"	0	""
"1559"	0	""
"1560"	0	""
"1561"	0	""
"1562"	0	""
"1563"	0	""
"1564"	0	""
"1565"	0	""
"1566"	0	""
"1567"	0	""
"1568"	0	""
"1569"	0	""
"1570"	1	""
"1571"	1	""
"1572"	1	""
"1573"	1	""
"1574"	1	""
"1575"	1	""
"1576"	1	""
"1577"	1	""
"1578"	1	""
"1579"	1	""
"1580"	1	""
"1581"	1	""
"1582"	1	""
"1583"	1	""
"1584"	1	""
"1585"	1	""
"1586"	1	""
"1587"	1	""
"1588"	1	""
"1589"	1	""
"1590"	1	""
"1591"	1	""
"1592"	1	""
"1593"	1	""
"1594"	1	""
"1595"	1	""
"1596"	1	""
"1597"	1	""
"1598"	1	""
"1599"	1	""
"1600"	0	""
"1601"	0	""
"1602"	0	""
"1603"	1	""
"1604"	1	""
"1605"	1	""
"1606"	1	""
"1607"	1	""
"1608"	1	""
"1609"	1	""
"1610"	1	""
"1611"	1	""
"1612"	1	""
"1613"	1	""
"1614"	1	""
"1615"	1	""
"1616"	1	""
"1617"	1	""
"1618"	1	""
"1619"	1	""
"1620"	1	""
"1621"	1	""
"1622"	1	""
"1623"	1	""
"1624"	1	""
"1625"	1	""
"1626"	1	""
"1627"	1	""
"1628"	1	""
"1629"	1	""
"1630"	1	""
"1631"	1	""
"1632"	0	""
"1633"	0	""
"1634"	0	""
"1635"	0	""
"1636"	0	""
"1637"	0	""
"1638"	0	""
"1639"	0	""
"1640"	0	""
"1641"	0	""
"1642"	0	""
"1643"	0	""
"1644"	0	""
"1645"	0	""
"1646"	0	""
"1647"	0	""
"1648"	0	""
"1649"	1	""
"1650"	1	""
"1651"	1	""
"1652"	1	""
"1653"	1	""
"1654"	2	""
"1655"	2	""
