""	"coverage"	"feature"
"140"	1	""
"141"	1	""
"142"	1	""
"143"	1	""
"144"	1	""
"145"	1	""
"146"	1	""
"147"	1	""
"148"	1	""
"149"	1	""
"150"	1	""
"151"	1	""
"152"	0	""
"153"	0	""
"154"	0	""
"155"	0	""
"156"	0	""
"157"	0	""
"158"	0	""
"159"	0	""
"160"	0	""
"161"	0	""
"162"	0	""
"163"	0	""
"164"	0	""
"165"	0	""
"166"	0	""
"167"	0	""
"168"	0	""
"169"	0	""
"170"	0	""
"171"	0	""
"172"	0	""
"173"	0	""
"174"	0	""
"175"	0	""
"176"	0	""
"177"	0	""
"178"	0	""
"179"	0	""
"180"	0	""
"181"	0	""
"182"	0	""
"183"	0	""
"184"	1	""
"185"	1	""
"186"	1	""
"187"	1	""
"188"	1	""
"189"	1	""
"190"	1	""
"191"	1	""
"192"	1	""
"193"	1	""
"194"	1	""
"195"	1	""
"196"	1	""
"197"	1	""
"198"	1	""
"199"	1	""
"200"	1	""
"201"	1	""
"202"	1	""
"203"	1	""
"204"	1	""
"205"	1	""
"206"	1	""
"207"	1	""
"208"	1	""
"209"	1	""
"210"	1	""
"211"	1	""
"212"	1	""
"213"	1	""
"214"	1	""
"215"	1	""
"216"	0	""
"217"	0	""
"218"	0	""
"219"	0	""
"220"	0	""
"221"	0	""
"222"	0	""
"223"	0	""
"224"	0	""
"225"	0	""
"226"	0	""
"227"	0	""
"228"	0	""
"229"	0	""
"230"	0	""
"231"	0	""
"232"	0	""
"233"	0	""
"234"	0	""
"235"	0	""
"236"	0	""
"237"	0	""
"238"	0	""
"239"	0	""
"240"	0	""
"241"	0	""
"242"	0	""
"243"	0	""
"244"	0	""
"245"	0	""
"246"	0	""
"247"	0	""
"248"	0	""
"249"	0	""
"250"	0	""
"251"	0	""
"252"	0	""
"253"	0	""
"254"	0	""
"255"	0	""
"256"	0	""
"257"	0	""
"258"	0	""
"259"	0	""
"260"	0	""
"261"	0	""
"262"	0	""
"263"	0	""
"264"	0	""
"265"	0	""
"266"	0	""
"267"	0	""
"268"	0	""
"269"	0	""
"270"	0	""
"271"	0	""
"272"	0	""
"273"	0	""
"274"	0	""
"275"	0	""
"276"	0	""
"277"	0	""
"278"	0	""
"279"	0	""
"280"	0	""
"281"	0	""
"282"	0	""
"283"	0	""
"284"	0	""
"285"	0	""
"286"	0	""
"287"	0	""
"288"	0	""
"289"	0	""
"290"	0	""
"291"	0	""
"292"	0	""
"293"	0	""
"294"	0	""
"295"	0	""
"296"	0	""
"297"	0	""
"298"	0	""
"299"	0	""
"300"	0	""
"301"	0	""
"302"	0	""
"303"	0	""
"304"	0	""
"305"	0	""
"306"	0	""
"307"	0	""
"308"	0	""
"309"	0	""
"310"	0	""
"311"	0	""
"312"	0	""
"313"	0	""
"314"	0	""
"315"	0	""
"316"	0	""
"317"	0	""
"318"	0	""
"319"	0	""
"320"	0	""
"321"	0	""
"322"	0	""
"323"	0	""
"324"	0	""
"325"	0	""
"326"	0	""
"327"	0	""
"328"	0	""
"329"	0	""
"330"	0	""
"331"	1	""
"332"	1	""
"333"	1	""
"334"	1	""
"335"	1	""
"336"	1	""
"337"	1	""
"338"	1	""
"339"	1	""
"340"	1	""
"341"	1	""
"342"	1	""
"343"	1	""
"344"	1	""
"345"	1	""
"346"	1	""
"347"	1	""
"348"	1	""
"349"	1	""
"350"	1	""
"351"	1	""
"352"	1	""
"353"	1	""
"354"	1	""
"355"	1	""
"356"	1	""
"357"	1	""
"358"	1	""
"359"	1	""
"360"	1	""
"361"	1	""
"362"	1	""
"363"	0	""
"364"	0	""
"365"	0	""
"366"	0	""
"367"	0	""
"368"	0	""
"369"	0	""
"370"	0	""
"371"	0	""
"372"	0	""
"373"	0	""
"374"	0	""
"375"	0	""
"376"	0	""
"377"	0	""
"378"	0	""
"379"	0	""
"380"	0	""
"381"	0	""
"382"	0	""
"383"	0	""
"384"	0	""
"385"	0	""
"386"	0	""
"387"	0	""
"388"	0	""
"389"	0	""
"390"	0	""
"391"	0	""
"392"	0	""
"393"	0	""
"394"	0	""
"395"	0	""
"396"	0	""
"397"	0	""
"398"	0	""
"399"	0	""
"400"	0	""
"401"	0	""
"402"	0	""
"403"	0	""
"404"	0	""
"405"	0	""
"406"	0	""
"407"	0	""
"408"	0	""
"409"	0	""
"410"	0	""
"411"	0	""
"412"	0	""
"413"	0	""
"414"	0	""
"415"	0	""
"416"	0	""
"417"	0	""
"418"	0	""
"419"	0	""
"420"	0	""
"421"	0	""
"422"	0	""
"423"	0	""
"424"	0	""
"425"	0	""
"426"	0	""
"427"	0	""
"428"	0	""
"429"	0	""
"430"	0	""
"431"	0	""
"432"	0	""
"433"	0	""
"434"	0	""
"435"	0	""
"436"	0	""
"437"	0	""
"438"	0	""
"439"	0	""
"440"	0	""
"441"	0	""
"442"	0	""
"443"	0	""
"444"	0	""
"445"	0	""
"446"	0	""
"447"	0	""
"448"	0	""
"449"	0	""
"450"	0	""
"451"	0	""
"452"	0	""
"453"	0	""
"454"	0	""
"455"	0	""
"456"	0	""
"457"	0	""
"458"	0	""
"459"	1	""
"460"	1	""
"461"	1	""
"462"	1	""
"463"	1	""
"464"	1	""
"465"	1	""
"466"	1	""
"467"	1	""
"468"	1	""
"469"	1	""
"470"	1	""
"471"	1	""
"472"	1	""
"473"	1	""
"474"	1	""
"475"	1	""
"476"	1	""
"477"	1	""
"478"	1	""
"479"	1	""
"480"	1	""
"481"	1	""
"482"	1	""
"483"	1	""
"484"	1	""
"485"	1	""
"486"	1	""
"487"	1	""
"488"	1	""
"489"	1	""
"490"	1	""
"491"	0	""
"492"	0	""
"493"	0	""
"494"	0	""
"495"	0	""
"496"	0	""
"497"	0	""
"498"	0	""
"499"	0	""
"500"	0	""
"501"	0	""
"502"	0	""
"503"	0	""
"504"	0	""
"505"	0	""
"506"	0	""
"507"	0	""
"508"	0	""
"509"	0	""
"510"	0	""
"511"	0	""
"512"	0	""
"513"	0	""
"514"	0	""
"515"	0	""
"516"	0	""
"517"	0	""
"518"	0	""
"519"	0	""
"520"	0	""
"521"	0	""
"522"	0	""
"523"	0	""
"524"	0	""
"525"	0	""
"526"	0	""
"527"	0	""
"528"	0	""
"529"	0	""
"530"	0	""
"531"	0	""
"532"	0	""
"533"	0	""
"534"	0	""
"535"	0	""
"536"	0	""
"537"	0	""
"538"	0	""
"539"	0	""
"540"	0	""
"541"	1	""
"542"	1	""
"543"	1	""
"544"	1	""
"545"	1	""
"546"	1	""
"547"	1	""
"548"	1	""
"549"	1	""
"550"	1	""
"551"	2	""
"552"	2	""
"553"	2	""
"554"	2	""
"555"	2	""
"556"	2	""
"557"	2	""
"558"	2	""
"559"	2	""
"560"	2	""
"561"	2	""
"562"	2	""
"563"	2	""
"564"	2	""
"565"	2	""
"566"	2	""
"567"	2	""
"568"	2	""
"569"	1	""
"570"	1	""
"571"	1	""
"572"	1	""
"573"	1	""
"574"	1	""
"575"	1	""
"576"	1	""
"577"	1	""
"578"	1	""
"579"	0	""
"580"	0	""
"581"	0	""
"582"	0	""
"583"	0	""
"584"	0	""
"585"	0	""
"586"	0	""
"587"	0	""
"588"	0	""
"589"	0	""
"590"	0	""
"591"	0	""
"592"	0	""
"593"	0	""
"594"	0	""
"595"	0	""
"596"	0	""
"597"	0	""
"598"	0	""
"599"	0	""
"600"	0	""
"601"	0	""
"602"	0	"Exon 2"
"603"	0	""
"604"	1	""
"605"	1	""
"606"	1	""
"607"	1	""
"608"	1	""
"609"	1	""
"610"	1	""
"611"	1	""
"612"	4	""
"613"	4	""
"614"	5	""
"615"	13	""
"616"	13	""
"617"	13	""
"618"	13	""
"619"	17	""
"620"	23	""
"621"	24	""
"622"	24	""
"623"	24	""
"624"	24	""
"625"	24	""
"626"	24	""
"627"	24	""
"628"	24	""
"629"	24	""
"630"	24	""
"631"	24	""
"632"	24	""
"633"	24	""
"634"	24	""
"635"	24	""
"636"	24	""
"637"	23	""
"638"	23	""
"639"	23	""
"640"	22	""
"641"	22	""
"642"	21	""
"643"	20	""
"644"	17	""
"645"	15	""
"646"	16	""
"647"	12	""
"648"	9	""
"649"	9	""
"650"	9	""
"651"	6	""
"652"	3	""
"653"	1	""
"654"	2	""
"655"	2	""
"656"	2	""
"657"	2	""
"658"	2	""
"659"	2	""
"660"	2	""
"661"	2	""
"662"	2	""
"663"	2	""
"664"	2	""
"665"	2	""
"666"	2	""
"667"	2	""
"668"	2	""
"669"	2	""
"670"	2	""
"671"	2	""
"672"	2	""
"673"	2	""
"674"	2	""
"675"	2	""
"676"	2	""
"677"	1	""
"678"	1	""
"679"	1	""
"680"	1	""
"681"	1	""
"682"	1	""
"683"	1	""
"684"	1	""
"685"	0	""
"686"	0	""
"687"	0	""
"688"	0	""
"689"	0	""
"690"	0	""
"691"	0	""
"692"	0	""
"693"	0	""
"694"	0	""
"695"	0	""
"696"	0	""
"697"	0	""
"698"	0	""
"699"	0	""
"700"	0	""
"701"	0	""
"702"	2	""
"703"	2	""
"704"	2	""
"705"	2	""
"706"	2	""
"707"	2	""
"708"	2	""
"709"	2	""
"710"	2	""
"711"	3	""
"712"	3	""
"713"	3	""
"714"	3	""
"715"	3	""
"716"	3	""
"717"	3	""
"718"	3	""
"719"	3	""
"720"	3	""
"721"	3	""
"722"	3	""
"723"	3	""
"724"	3	""
"725"	3	""
"726"	3	""
"727"	3	""
"728"	3	""
"729"	3	""
"730"	3	""
"731"	3	""
"732"	1	""
"733"	1	""
"734"	1	""
"735"	1	""
"736"	1	""
"737"	1	""
"738"	1	""
"739"	1	""
"740"	1	""
"741"	1	""
"742"	1	""
"743"	0	""
"744"	0	""
"745"	0	""
"746"	0	""
"747"	0	""
"748"	0	""
"749"	0	""
"750"	0	""
"751"	0	""
"752"	0	""
"753"	0	""
"754"	0	""
"755"	0	""
"756"	0	""
"757"	0	""
"758"	0	""
"759"	0	""
"760"	0	""
"761"	0	""
"762"	0	""
"763"	0	""
"764"	0	""
"765"	1	""
"766"	1	""
"767"	1	""
"768"	1	""
"769"	1	""
"770"	1	""
"771"	1	""
"772"	1	"Exon 3"
"773"	1	""
"774"	1	""
"775"	1	""
"776"	1	""
"777"	1	""
"778"	1	""
"779"	1	""
"780"	1	""
"781"	1	""
"782"	1	""
"783"	1	""
"784"	2	""
"785"	3	""
"786"	3	""
"787"	3	""
"788"	3	""
"789"	3	""
"790"	4	""
"791"	4	""
"792"	4	""
"793"	4	""
"794"	4	""
"795"	4	""
"796"	4	""
"797"	3	""
"798"	3	""
"799"	3	""
"800"	3	""
"801"	3	""
"802"	3	""
"803"	3	""
"804"	3	""
"805"	3	""
"806"	4	""
"807"	4	""
"808"	4	""
"809"	4	""
"810"	4	""
"811"	4	""
"812"	4	""
"813"	4	""
"814"	4	""
"815"	3	""
"816"	3	""
"817"	2	""
"818"	2	""
"819"	2	""
"820"	1	""
"821"	1	""
"822"	1	""
"823"	1	""
"824"	1	""
"825"	1	""
"826"	1	""
"827"	1	""
"828"	1	""
"829"	1	""
"830"	1	""
"831"	0	""
"832"	0	""
"833"	1	""
"834"	1	""
"835"	1	""
"836"	1	""
"837"	1	""
"838"	1	""
"839"	1	""
"840"	1	""
"841"	1	""
"842"	1	""
"843"	1	""
"844"	1	""
"845"	3	""
"846"	3	""
"847"	3	""
"848"	3	""
"849"	3	""
"850"	3	""
"851"	3	""
"852"	4	""
"853"	4	""
"854"	4	""
"855"	8	""
"856"	9	""
"857"	10	""
"858"	10	""
"859"	11	""
"860"	11	""
"861"	11	""
"862"	11	""
"863"	11	""
"864"	12	""
"865"	11	""
"866"	11	""
"867"	11	""
"868"	13	""
"869"	13	""
"870"	13	""
"871"	13	""
"872"	13	""
"873"	13	""
"874"	13	""
"875"	13	""
"876"	11	""
"877"	13	""
"878"	13	""
"879"	13	""
"880"	13	""
"881"	13	""
"882"	14	""
"883"	14	""
"884"	11	""
"885"	11	""
"886"	11	""
"887"	9	"Exon 4"
"888"	7	""
"889"	8	""
"890"	7	""
"891"	7	""
"892"	7	""
"893"	7	""
"894"	7	""
"895"	6	""
"896"	6	""
"897"	6	""
"898"	6	""
"899"	6	""
"900"	5	""
"901"	4	""
"902"	4	""
"903"	4	""
"904"	4	""
"905"	3	""
"906"	2	""
"907"	2	""
"908"	2	""
"909"	2	""
"910"	2	""
"911"	2	""
"912"	2	""
"913"	1	""
"914"	1	""
"915"	1	""
"916"	1	""
"917"	1	""
"918"	1	""
"919"	0	""
"920"	0	""
"921"	0	""
"922"	0	""
"923"	0	""
"924"	0	""
"925"	0	""
"926"	0	""
"927"	0	""
"928"	0	""
"929"	0	""
"930"	0	""
"931"	0	""
"932"	0	""
"933"	0	""
"934"	0	""
"935"	0	""
"936"	0	""
"937"	0	""
"938"	0	""
"939"	0	""
"940"	0	""
"941"	0	""
"942"	0	""
"943"	0	""
"944"	0	""
"945"	0	""
"946"	0	""
"947"	0	""
"948"	0	""
"949"	0	""
"950"	0	""
"951"	0	""
"952"	0	""
"953"	0	""
"954"	0	""
"955"	0	""
"956"	0	""
"957"	0	""
"958"	0	""
"959"	0	""
"960"	0	""
"961"	0	""
"962"	0	""
"963"	0	""
"964"	0	""
"965"	0	""
"966"	0	""
"967"	0	""
"968"	0	""
"969"	0	""
"970"	0	""
"971"	0	""
"972"	1	""
"973"	1	""
"974"	1	""
"975"	1	""
"976"	2	""
"977"	2	""
"978"	2	""
"979"	2	""
"980"	2	""
"981"	2	""
"982"	3	""
"983"	3	""
"984"	3	""
"985"	3	""
"986"	3	""
"987"	4	""
"988"	4	""
"989"	4	""
"990"	4	""
"991"	4	""
"992"	4	""
"993"	4	""
"994"	4	""
"995"	4	""
"996"	4	""
"997"	4	""
"998"	4	""
"999"	4	""
"1000"	4	""
"1001"	4	""
"1002"	4	""
"1003"	3	""
"1004"	3	""
"1005"	2	""
"1006"	2	"Exon 5"
"1007"	2	""
"1008"	2	""
"1009"	2	""
"1010"	2	""
"1011"	2	""
"1012"	2	""
"1013"	2	""
"1014"	2	""
"1015"	1	""
"1016"	1	""
"1017"	1	""
"1018"	1	""
"1019"	0	""
"1020"	0	""
"1021"	0	""
"1022"	0	""
"1023"	0	""
"1024"	0	""
"1025"	0	""
"1026"	0	""
"1027"	0	""
"1028"	0	""
"1029"	0	""
"1030"	0	""
"1031"	0	""
"1032"	0	""
"1033"	0	""
"1034"	0	""
"1035"	0	""
"1036"	0	""
"1037"	0	""
"1038"	0	""
"1039"	0	""
"1040"	0	""
"1041"	0	""
"1042"	0	""
"1043"	0	""
"1044"	0	""
"1045"	0	""
"1046"	0	""
"1047"	0	""
"1048"	0	""
"1049"	0	""
"1050"	0	""
"1051"	0	""
"1052"	0	""
"1053"	0	""
"1054"	0	""
"1055"	0	""
"1056"	0	""
"1057"	0	""
"1058"	0	""
"1059"	0	""
"1060"	0	""
"1061"	0	""
"1062"	0	""
"1063"	0	""
"1064"	0	""
"1065"	0	""
"1066"	0	""
"1067"	0	""
"1068"	0	""
"1069"	0	""
"1070"	1	""
"1071"	1	""
"1072"	1	"Exon 6"
"1073"	1	""
"1074"	1	""
"1075"	1	""
"1076"	1	""
"1077"	1	""
"1078"	1	""
"1079"	1	""
"1080"	1	""
"1081"	1	""
"1082"	1	""
"1083"	1	""
"1084"	1	""
"1085"	1	""
"1086"	1	""
"1087"	1	""
"1088"	1	""
"1089"	1	""
"1090"	1	""
"1091"	1	""
"1092"	1	""
"1093"	2	""
"1094"	2	""
"1095"	2	""
"1096"	2	""
"1097"	2	""
"1098"	2	""
"1099"	2	""
"1100"	1	""
"1101"	1	""
"1102"	1	""
"1103"	1	""
"1104"	1	""
"1105"	1	""
"1106"	1	""
"1107"	1	""
"1108"	1	""
"1109"	1	""
"1110"	1	""
"1111"	1	""
"1112"	1	""
"1113"	1	""
"1114"	1	""
"1115"	1	""
"1116"	1	""
"1117"	1	""
"1118"	1	""
"1119"	1	""
"1120"	1	""
"1121"	1	""
"1122"	1	""
"1123"	1	""
"1124"	1	""
"1125"	1	""
"1126"	1	""
"1127"	1	""
"1128"	1	""
"1129"	1	""
"1130"	1	""
"1131"	1	""
"1132"	1	""
"1133"	1	""
"1134"	1	""
"1135"	2	""
"1136"	2	""
"1137"	2	""
"1138"	2	""
"1139"	2	""
"1140"	2	""
"1141"	2	""
"1142"	2	""
"1143"	2	""
"1144"	2	""
"1145"	2	""
"1146"	2	""
"1147"	2	""
"1148"	2	""
"1149"	2	""
"1150"	2	""
"1151"	2	""
"1152"	1	""
"1153"	1	""
"1154"	1	""
"1155"	1	""
"1156"	2	""
"1157"	2	""
"1158"	2	""
"1159"	2	""
"1160"	2	""
"1161"	2	""
"1162"	2	""
"1163"	2	""
"1164"	1	""
"1165"	1	""
"1166"	1	""
"1167"	1	""
"1168"	1	""
"1169"	1	""
"1170"	1	""
"1171"	1	""
"1172"	1	""
"1173"	1	""
"1174"	1	""
"1175"	2	""
"1176"	2	""
"1177"	2	""
"1178"	2	""
"1179"	2	""
"1180"	2	""
"1181"	2	""
"1182"	2	""
"1183"	3	""
"1184"	3	""
"1185"	3	""
"1186"	3	"Exon 7"
"1187"	2	""
"1188"	2	""
"1189"	2	""
"1190"	2	""
"1191"	2	""
"1192"	2	""
"1193"	2	""
"1194"	2	""
"1195"	2	""
"1196"	2	""
"1197"	2	""
"1198"	2	""
"1199"	2	""
"1200"	2	""
"1201"	2	""
"1202"	2	""
"1203"	2	""
"1204"	2	""
"1205"	2	""
"1206"	2	""
"1207"	1	""
"1208"	1	""
"1209"	1	""
"1210"	1	""
"1211"	0	""
"1212"	0	""
"1213"	0	""
"1214"	0	""
"1215"	0	""
"1216"	0	""
"1217"	0	""
"1218"	1	""
"1219"	1	""
"1220"	1	""
"1221"	1	""
"1222"	1	""
"1223"	1	""
"1224"	1	""
"1225"	1	""
"1226"	1	""
"1227"	1	""
"1228"	1	""
"1229"	1	""
"1230"	1	""
"1231"	1	""
"1232"	1	""
"1233"	1	""
"1234"	1	""
"1235"	1	""
"1236"	1	""
"1237"	1	""
"1238"	1	""
"1239"	1	""
"1240"	1	""
"1241"	1	""
"1242"	1	""
"1243"	1	""
"1244"	1	""
"1245"	1	""
"1246"	1	""
"1247"	1	""
"1248"	1	""
"1249"	1	""
"1250"	1	""
"1251"	1	""
"1252"	1	""
"1253"	0	""
"1254"	0	""
"1255"	0	""
"1256"	0	""
"1257"	0	""
"1258"	0	""
"1259"	0	""
"1260"	0	""
"1261"	0	""
"1262"	0	""
"1263"	0	""
"1264"	0	""
"1265"	0	""
"1266"	0	""
"1267"	1	""
"1268"	1	""
"1269"	1	""
"1270"	1	""
"1271"	1	""
"1272"	1	""
"1273"	1	""
"1274"	1	""
"1275"	1	""
"1276"	1	""
"1277"	1	""
"1278"	1	""
"1279"	1	""
"1280"	1	""
"1281"	1	""
"1282"	1	""
"1283"	1	""
"1284"	1	""
"1285"	1	""
"1286"	1	""
"1287"	1	""
"1288"	1	""
"1289"	1	""
"1290"	1	""
"1291"	1	""
"1292"	1	""
"1293"	1	""
"1294"	1	""
"1295"	1	""
"1296"	0	""
"1297"	0	""
"1298"	0	""
"1299"	0	""
"1300"	0	""
"1301"	0	""
"1302"	0	""
"1303"	0	""
"1304"	0	"Exon 8"
"1305"	0	""
"1306"	0	""
"1307"	0	""
"1308"	0	""
"1309"	0	""
"1310"	0	""
"1311"	0	""
"1312"	0	""
"1313"	0	""
"1314"	1	""
"1315"	1	""
"1316"	1	""
"1317"	1	""
"1318"	1	""
"1319"	1	""
"1320"	1	""
"1321"	1	""
"1322"	1	""
"1323"	1	""
"1324"	1	""
"1325"	1	""
"1326"	1	""
"1327"	1	""
"1328"	1	""
"1329"	1	""
"1330"	1	""
"1331"	1	""
"1332"	1	""
"1333"	1	""
"1334"	1	""
"1335"	1	""
"1336"	1	""
"1337"	1	""
"1338"	1	""
"1339"	1	""
"1340"	1	""
"1341"	1	""
"1342"	1	""
"1343"	1	""
"1344"	1	""
"1345"	1	""
"1346"	1	""
"1347"	0	""
"1348"	0	""
"1349"	0	""
"1350"	0	""
"1351"	0	""
"1352"	0	""
"1353"	0	""
"1354"	0	""
"1355"	0	""
"1356"	0	""
"1357"	0	""
"1358"	0	""
"1359"	0	""
"1360"	0	""
"1361"	0	""
"1362"	0	""
"1363"	0	""
"1364"	0	""
"1365"	0	""
"1366"	0	""
"1367"	0	""
"1368"	0	""
"1369"	0	""
"1370"	0	""
"1371"	0	""
"1372"	0	""
"1373"	0	""
"1374"	0	""
"1375"	0	""
"1376"	0	""
"1377"	0	""
"1378"	0	""
"1379"	0	""
"1380"	0	""
"1381"	0	""
"1382"	0	""
"1383"	0	""
"1384"	0	""
"1385"	0	""
"1386"	0	""
"1387"	0	""
"1388"	0	""
"1389"	0	""
"1390"	0	""
"1391"	0	""
"1392"	0	""
"1393"	0	""
"1394"	0	""
"1395"	0	""
"1396"	0	""
"1397"	0	""
"1398"	1	""
"1399"	2	""
"1400"	2	""
"1401"	2	""
"1402"	2	""
"1403"	2	"Exon 9"
"1404"	2	""
"1405"	2	""
"1406"	2	""
"1407"	2	""
"1408"	2	""
"1409"	2	""
"1410"	2	""
"1411"	2	""
"1412"	2	""
"1413"	2	""
"1414"	2	""
"1415"	2	""
"1416"	2	""
"1417"	2	""
"1418"	2	""
"1419"	2	""
"1420"	2	""
"1421"	2	""
"1422"	2	""
"1423"	1	""
"1424"	1	""
"1425"	1	""
"1426"	1	""
"1427"	1	""
"1428"	1	""
"1429"	1	""
"1430"	1	""
"1431"	0	""
"1432"	0	""
"1433"	0	""
"1434"	0	""
"1435"	0	""
"1436"	0	""
"1437"	0	""
"1438"	0	""
"1439"	0	""
"1440"	0	""
"1441"	0	""
"1442"	0	""
"1443"	0	""
"1444"	0	""
"1445"	0	""
"1446"	0	""
"1447"	0	""
"1448"	0	""
"1449"	0	""
"1450"	0	""
"1451"	0	""
"1452"	0	""
"1453"	0	""
"1454"	0	""
"1455"	0	""
"1456"	0	""
"1457"	0	""
"1458"	0	""
"1459"	0	""
"1460"	0	""
"1461"	0	""
"1462"	1	""
"1463"	1	""
"1464"	1	""
"1465"	1	""
"1466"	1	""
"1467"	1	""
"1468"	1	""
"1469"	1	""
"1470"	1	""
"1471"	1	""
"1472"	1	""
"1473"	1	""
"1474"	1	""
"1475"	1	""
"1476"	1	""
"1477"	1	""
"1478"	1	""
"1479"	1	""
"1480"	1	""
"1481"	1	""
"1482"	1	""
"1483"	1	""
"1484"	1	""
"1485"	1	""
"1486"	1	""
"1487"	1	""
"1488"	1	""
"1489"	1	""
"1490"	1	""
"1491"	0	""
"1492"	0	""
"1493"	0	""
"1494"	0	""
"1495"	0	""
"1496"	0	""
"1497"	0	""
"1498"	0	""
"1499"	0	""
"1500"	0	""
"1501"	0	""
"1502"	0	""
"1503"	0	""
"1504"	0	""
"1505"	0	""
"1506"	0	""
"1507"	1	""
"1508"	1	""
"1509"	1	""
"1510"	1	""
"1511"	1	""
"1512"	1	""
"1513"	1	""
"1514"	1	""
"1515"	1	""
"1516"	1	""
"1517"	1	""
"1518"	1	""
"1519"	1	""
"1520"	1	""
"1521"	1	""
"1522"	1	""
"1523"	1	""
"1524"	1	""
"1525"	1	""
"1526"	1	""
"1527"	1	""
"1528"	1	""
"1529"	1	""
"1530"	2	""
"1531"	2	"Exon 10"
"1532"	2	""
"1533"	2	""
"1534"	1	""
"1535"	1	""
"1536"	1	""
"1537"	1	""
"1538"	1	""
"1539"	1	""
"1540"	1	""
"1541"	1	""
"1542"	1	""
"1543"	1	""
"1544"	1	""
"1545"	1	""
"1546"	1	""
"1547"	1	""
"1548"	1	""
"1549"	1	""
"1550"	1	""
"1551"	1	""
"1552"	1	""
"1553"	1	""
"1554"	1	""
"1555"	1	""
"1556"	1	""
"1557"	1	""
"1558"	1	""
"1559"	0	""
"1560"	0	""
"1561"	0	""
"1562"	0	""
"1563"	0	""
"1564"	0	""
"1565"	0	""
"1566"	0	""
"1567"	1	""
"1568"	1	""
"1569"	1	""
"1570"	2	""
"1571"	2	""
"1572"	2	""
"1573"	3	""
"1574"	3	""
"1575"	3	""
"1576"	3	""
"1577"	3	""
"1578"	3	""
"1579"	3	""
"1580"	3	""
"1581"	3	""
"1582"	4	""
"1583"	4	""
"1584"	4	""
"1585"	4	""
"1586"	4	""
"1587"	4	""
"1588"	4	""
"1589"	4	""
"1590"	4	""
"1591"	4	""
"1592"	4	""
"1593"	4	""
"1594"	4	""
"1595"	4	""
"1596"	4	""
"1597"	2	""
"1598"	2	""
"1599"	3	""
"1600"	3	""
"1601"	3	""
"1602"	3	"Exon 11"
"1603"	3	""
"1604"	3	""
"1605"	2	""
"1606"	2	""
"1607"	2	""
"1608"	2	""
"1609"	2	""
"1610"	1	""
"1611"	1	""
"1612"	1	""
"1613"	1	""
"1614"	1	""
"1615"	2	""
"1616"	2	""
"1617"	2	""
"1618"	2	""
"1619"	2	""
"1620"	2	""
"1621"	2	""
"1622"	2	""
"1623"	2	""
"1624"	2	""
"1625"	2	""
"1626"	2	""
"1627"	2	""
"1628"	2	""
"1629"	2	""
"1630"	2	""
"1631"	2	""
"1632"	2	""
"1633"	2	""
"1634"	2	""
"1635"	2	""
"1636"	2	""
"1637"	2	""
"1638"	2	""
"1639"	2	""
"1640"	2	""
"1641"	2	""
"1642"	2	""
"1643"	2	""
"1644"	2	""
"1645"	1	""
"1646"	1	""
"1647"	1	""
"1648"	1	""
"1649"	2	""
"1650"	2	""
"1651"	2	""
"1652"	2	""
"1653"	2	""
"1654"	2	""
"1655"	3	""
"1656"	2	""
