""	"coverage"	"feature"
"140"	1	""
"141"	1	""
"142"	1	""
"143"	1	""
"144"	1	""
"145"	1	""
"146"	0	""
"147"	0	""
"148"	0	""
"149"	0	""
"150"	0	""
"151"	0	""
"152"	0	""
"153"	0	""
"154"	0	""
"155"	0	""
"156"	0	""
"157"	0	""
"158"	0	""
"159"	0	""
"160"	0	""
"161"	0	""
"162"	0	""
"163"	0	""
"164"	0	""
"165"	0	""
"166"	0	""
"167"	1	""
"168"	1	""
"169"	1	""
"170"	1	""
"171"	1	""
"172"	1	""
"173"	1	""
"174"	1	""
"175"	1	""
"176"	1	""
"177"	1	""
"178"	2	""
"179"	2	""
"180"	2	""
"181"	2	""
"182"	2	""
"183"	2	""
"184"	2	""
"185"	2	""
"186"	3	""
"187"	3	""
"188"	3	""
"189"	4	""
"190"	4	""
"191"	4	""
"192"	4	""
"193"	4	""
"194"	4	""
"195"	4	""
"196"	4	""
"197"	3	""
"198"	3	""
"199"	4	""
"200"	4	""
"201"	4	""
"202"	4	""
"203"	4	""
"204"	4	""
"205"	3	""
"206"	3	""
"207"	3	""
"208"	3	""
"209"	3	""
"210"	3	""
"211"	3	""
"212"	3	""
"213"	3	""
"214"	4	""
"215"	4	""
"216"	4	""
"217"	4	""
"218"	4	""
"219"	2	""
"220"	2	""
"221"	2	""
"222"	2	""
"223"	2	""
"224"	2	""
"225"	2	""
"226"	2	""
"227"	1	""
"228"	1	""
"229"	1	""
"230"	1	""
"231"	2	""
"232"	2	""
"233"	2	""
"234"	2	""
"235"	2	""
"236"	2	""
"237"	3	""
"238"	3	""
"239"	3	""
"240"	3	""
"241"	3	""
"242"	3	""
"243"	3	""
"244"	3	""
"245"	3	""
"246"	3	""
"247"	3	""
"248"	3	""
"249"	3	""
"250"	3	""
"251"	3	""
"252"	3	""
"253"	3	""
"254"	3	""
"255"	3	""
"256"	3	""
"257"	3	""
"258"	3	""
"259"	3	""
"260"	3	""
"261"	2	""
"262"	2	""
"263"	2	""
"264"	1	""
"265"	1	""
"266"	1	""
"267"	1	""
"268"	1	""
"269"	1	""
"270"	1	""
"271"	1	""
"272"	1	""
"273"	0	""
"274"	0	""
"275"	0	""
"276"	0	""
"277"	0	""
"278"	0	""
"279"	0	""
"280"	0	""
"281"	0	""
"282"	0	""
"283"	0	""
"284"	0	""
"285"	0	""
"286"	1	""
"287"	1	""
"288"	1	""
"289"	1	""
"290"	1	""
"291"	1	""
"292"	1	""
"293"	1	""
"294"	1	""
"295"	1	""
"296"	1	""
"297"	1	""
"298"	1	""
"299"	1	""
"300"	1	""
"301"	1	""
"302"	1	""
"303"	1	""
"304"	1	"Exon 2"
"305"	2	""
"306"	2	""
"307"	2	""
"308"	2	""
"309"	2	""
"310"	2	""
"311"	2	""
"312"	1	""
"313"	1	""
"314"	1	""
"315"	2	""
"316"	2	""
"317"	2	""
"318"	2	""
"319"	2	""
"320"	2	""
"321"	2	""
"322"	2	""
"323"	2	""
"324"	2	""
"325"	2	""
"326"	2	""
"327"	2	""
"328"	2	""
"329"	2	""
"330"	2	""
"331"	2	""
"332"	2	""
"333"	3	""
"334"	3	""
"335"	2	""
"336"	2	""
"337"	2	""
"338"	2	""
"339"	2	""
"340"	2	""
"341"	2	""
"342"	2	""
"343"	2	""
"344"	2	""
"345"	1	""
"346"	1	""
"347"	1	""
"348"	1	""
"349"	1	""
"350"	1	""
"351"	1	""
"352"	1	""
"353"	1	""
"354"	1	""
"355"	1	""
"356"	1	""
"357"	1	""
"358"	1	""
"359"	1	""
"360"	0	""
"361"	0	""
"362"	0	""
"363"	0	""
"364"	0	""
"365"	0	""
"366"	0	""
"367"	0	""
"368"	0	""
"369"	0	""
"370"	1	""
"371"	2	""
"372"	3	""
"373"	3	""
"374"	3	""
"375"	3	""
"376"	3	""
"377"	3	""
"378"	3	""
"379"	3	""
"380"	3	""
"381"	3	""
"382"	3	""
"383"	3	""
"384"	3	""
"385"	3	""
"386"	3	""
"387"	3	""
"388"	3	""
"389"	3	""
"390"	3	""
"391"	3	""
"392"	3	""
"393"	3	""
"394"	3	""
"395"	3	""
"396"	1	""
"397"	1	""
"398"	1	""
"399"	1	""
"400"	1	""
"401"	0	""
"402"	0	""
"403"	0	""
"404"	0	""
"405"	0	""
"406"	0	""
"407"	0	""
"408"	0	""
"409"	0	""
"410"	0	""
"411"	0	""
"412"	1	""
"413"	1	""
"414"	1	""
"415"	1	""
"416"	1	""
"417"	1	""
"418"	1	""
"419"	1	""
"420"	2	""
"421"	2	""
"422"	2	""
"423"	2	""
"424"	3	""
"425"	3	""
"426"	3	""
"427"	4	""
"428"	4	""
"429"	4	""
"430"	4	""
"431"	4	""
"432"	4	""
"433"	4	""
"434"	5	""
"435"	5	""
"436"	5	""
"437"	5	""
"438"	5	""
"439"	5	""
"440"	5	""
"441"	5	""
"442"	4	""
"443"	4	""
"444"	4	""
"445"	4	"Exon 3"
"446"	4	""
"447"	4	""
"448"	4	""
"449"	4	""
"450"	4	""
"451"	4	""
"452"	4	""
"453"	4	""
"454"	4	""
"455"	3	""
"456"	3	""
"457"	2	""
"458"	2	""
"459"	2	""
"460"	2	""
"461"	2	""
"462"	2	""
"463"	2	""
"464"	2	""
"465"	2	""
"466"	2	""
"467"	2	""
"468"	2	""
"469"	2	""
"470"	2	""
"471"	2	""
"472"	2	""
"473"	2	""
"474"	2	""
"475"	2	""
"476"	2	""
"477"	2	""
"478"	2	""
"479"	1	""
"480"	1	""
"481"	1	""
"482"	1	""
"483"	1	""
"484"	1	""
"485"	1	""
"486"	1	""
"487"	1	""
"488"	1	""
"489"	1	""
"490"	1	""
"491"	1	""
"492"	1	""
"493"	0	""
"494"	0	""
"495"	0	""
"496"	0	""
"497"	0	""
"498"	0	""
"499"	0	""
"500"	0	""
"501"	0	""
"502"	0	""
"503"	0	""
"504"	0	""
"505"	0	""
"506"	0	""
"507"	0	""
"508"	0	""
"509"	0	""
"510"	0	""
"511"	0	""
"512"	0	""
"513"	0	""
"514"	1	""
"515"	1	""
"516"	1	""
"517"	3	""
"518"	3	""
"519"	3	""
"520"	3	""
"521"	3	""
"522"	3	""
"523"	3	""
"524"	3	""
"525"	3	""
"526"	3	""
"527"	3	""
"528"	3	""
"529"	3	""
"530"	3	""
"531"	3	""
"532"	3	""
"533"	3	""
"534"	3	""
"535"	3	""
"536"	3	""
"537"	3	""
"538"	3	"Exon 4"
"539"	3	""
"540"	2	""
"541"	2	""
"542"	2	""
"543"	2	""
"544"	1	""
"545"	1	""
"546"	0	""
"547"	0	""
"548"	0	""
"549"	0	""
"550"	0	""
"551"	0	""
"552"	0	""
"553"	0	""
"554"	0	""
"555"	1	""
"556"	1	""
"557"	1	""
"558"	1	""
"559"	1	""
"560"	2	""
"561"	2	""
"562"	2	""
"563"	2	""
"564"	2	""
"565"	2	""
"566"	2	""
"567"	2	""
"568"	2	""
"569"	2	""
"570"	2	""
"571"	2	""
"572"	2	""
"573"	2	""
"574"	2	""
"575"	2	""
"576"	2	""
"577"	2	""
"578"	2	""
"579"	2	""
"580"	2	""
"581"	2	""
"582"	2	""
"583"	2	""
"584"	2	""
"585"	1	""
"586"	1	""
"587"	1	""
"588"	2	""
"589"	3	""
"590"	3	""
"591"	2	""
"592"	2	""
"593"	2	""
"594"	2	""
"595"	2	""
"596"	2	""
"597"	2	""
"598"	2	""
"599"	2	""
"600"	2	""
"601"	2	""
"602"	2	""
"603"	2	""
"604"	2	""
"605"	2	""
"606"	2	""
"607"	2	""
"608"	3	""
"609"	3	""
"610"	3	""
"611"	3	""
"612"	3	""
"613"	3	""
"614"	3	""
"615"	3	""
"616"	3	""
"617"	2	""
"618"	2	""
"619"	2	""
"620"	2	""
"621"	1	""
"622"	1	""
"623"	1	""
"624"	1	""
"625"	1	""
"626"	1	""
"627"	1	""
"628"	1	""
"629"	1	""
"630"	1	""
"631"	1	""
"632"	2	""
"633"	2	""
"634"	2	""
"635"	4	""
"636"	4	""
"637"	4	""
"638"	4	""
"639"	4	""
"640"	4	""
"641"	4	""
"642"	4	""
"643"	3	""
"644"	3	""
"645"	3	""
"646"	3	""
"647"	3	""
"648"	3	""
"649"	3	""
"650"	3	""
"651"	3	""
"652"	3	""
"653"	3	"Exon 5"
"654"	2	""
"655"	2	""
"656"	2	""
"657"	2	""
"658"	2	""
"659"	2	""
"660"	2	""
"661"	2	""
"662"	2	""
"663"	1	""
"664"	1	""
"665"	1	""
"666"	0	""
"667"	0	""
"668"	0	""
"669"	0	""
"670"	0	""
"671"	0	""
"672"	0	""
"673"	0	""
"674"	0	""
"675"	1	""
"676"	2	""
"677"	2	""
"678"	3	""
"679"	3	""
"680"	3	""
"681"	3	""
"682"	3	""
"683"	3	""
"684"	3	""
"685"	3	""
"686"	3	""
"687"	3	""
"688"	3	""
"689"	3	""
"690"	3	""
"691"	3	""
"692"	3	""
"693"	3	""
"694"	3	""
"695"	3	""
"696"	3	"Exon 6"
"697"	3	""
"698"	3	""
"699"	3	""
"700"	3	""
"701"	3	""
"702"	3	""
"703"	3	""
"704"	2	""
"705"	2	""
"706"	0	""
"707"	0	""
"708"	0	""
"709"	0	""
"710"	0	""
"711"	0	""
"712"	0	""
"713"	0	""
"714"	0	""
"715"	0	""
"716"	0	""
"717"	0	""
"718"	0	""
"719"	0	""
"720"	0	""
"721"	0	""
"722"	0	""
"723"	0	""
"724"	0	""
"725"	0	""
"726"	0	""
"727"	0	""
"728"	0	""
"729"	0	""
"730"	0	""
"731"	0	""
"732"	0	""
"733"	0	""
"734"	0	""
"735"	0	""
"736"	0	""
"737"	1	""
"738"	1	""
"739"	1	""
"740"	1	""
"741"	1	""
"742"	1	""
"743"	1	""
"744"	1	""
"745"	1	""
"746"	1	""
"747"	1	""
"748"	1	""
"749"	1	""
"750"	1	""
"751"	1	""
"752"	1	""
"753"	1	""
"754"	1	""
"755"	1	""
"756"	1	""
"757"	1	""
"758"	1	""
"759"	1	""
"760"	1	""
"761"	1	""
"762"	1	""
"763"	1	""
"764"	1	""
"765"	1	""
"766"	1	""
"767"	1	""
"768"	1	""
"769"	1	""
"770"	0	""
"771"	0	""
"772"	0	""
"773"	0	""
"774"	0	""
"775"	1	""
"776"	1	""
"777"	1	""
"778"	1	""
"779"	1	""
"780"	1	""
"781"	1	""
"782"	1	""
"783"	1	""
"784"	1	""
"785"	1	""
"786"	1	""
"787"	1	""
"788"	1	""
"789"	1	""
"790"	1	""
"791"	1	""
"792"	2	""
"793"	2	""
"794"	2	""
"795"	2	"Exon 7"
"796"	2	""
"797"	2	""
"798"	2	""
"799"	2	""
"800"	1	""
"801"	1	""
"802"	1	""
"803"	1	""
"804"	1	""
"805"	1	""
"806"	1	""
"807"	1	""
"808"	1	""
"809"	1	""
"810"	1	""
"811"	1	""
"812"	1	""
"813"	3	""
"814"	3	""
"815"	3	""
"816"	3	""
"817"	3	""
"818"	3	""
"819"	3	""
"820"	3	""
"821"	3	""
"822"	3	""
"823"	3	""
"824"	3	""
"825"	3	""
"826"	3	""
"827"	3	""
"828"	3	""
"829"	3	""
"830"	3	""
"831"	3	""
"832"	3	""
"833"	3	""
"834"	3	""
"835"	3	""
"836"	3	""
"837"	3	""
"838"	3	""
"839"	3	""
"840"	3	""
"841"	4	""
"842"	4	""
"843"	4	""
"844"	4	""
"845"	4	""
"846"	2	""
"847"	2	""
"848"	2	""
"849"	2	""
"850"	2	""
"851"	2	""
"852"	2	""
"853"	2	""
"854"	1	""
"855"	1	""
"856"	1	""
"857"	1	""
"858"	1	""
"859"	1	""
"860"	1	""
"861"	1	""
"862"	1	""
"863"	1	""
"864"	1	""
"865"	1	""
"866"	1	""
"867"	1	""
"868"	1	""
"869"	1	""
"870"	1	""
"871"	1	""
"872"	1	""
"873"	1	""
"874"	0	""
"875"	0	""
"876"	0	""
"877"	0	""
"878"	0	""
"879"	0	""
"880"	0	""
"881"	0	""
"882"	0	""
"883"	0	""
"884"	0	""
"885"	0	""
"886"	0	""
"887"	0	""
"888"	0	""
"889"	0	""
"890"	0	""
"891"	0	""
"892"	0	""
"893"	0	""
"894"	0	""
"895"	0	""
"896"	1	""
"897"	1	""
"898"	1	""
"899"	1	""
"900"	1	""
"901"	1	""
"902"	1	""
"903"	1	""
"904"	1	""
"905"	1	""
"906"	1	""
"907"	1	""
"908"	1	""
"909"	1	""
"910"	1	""
"911"	1	""
"912"	1	""
"913"	1	""
"914"	1	""
"915"	1	""
"916"	1	""
"917"	1	""
"918"	1	""
"919"	1	""
"920"	1	""
"921"	1	""
"922"	1	""
"923"	1	""
"924"	1	""
"925"	1	""
"926"	1	""
"927"	1	""
"928"	0	""
"929"	0	""
"930"	0	""
"931"	0	""
"932"	0	""
"933"	0	""
"934"	0	""
"935"	1	""
"936"	1	""
"937"	1	""
"938"	1	""
"939"	2	""
"940"	2	""
"941"	2	""
"942"	2	""
"943"	2	""
"944"	2	""
"945"	2	""
"946"	2	""
"947"	2	""
"948"	2	""
"949"	2	""
"950"	2	""
"951"	2	""
"952"	2	""
"953"	2	""
"954"	2	""
"955"	2	""
"956"	2	""
"957"	2	""
"958"	2	""
"959"	2	""
"960"	2	""
"961"	2	""
"962"	1	""
"963"	1	""
"964"	1	""
"965"	1	""
"966"	1	""
"967"	1	""
"968"	0	""
"969"	0	""
"970"	0	""
"971"	0	""
"972"	0	""
"973"	0	""
"974"	0	""
"975"	0	""
"976"	0	""
"977"	0	""
"978"	0	""
"979"	0	""
"980"	0	"Exon 8"
"981"	0	""
"982"	0	""
"983"	0	""
"984"	0	""
"985"	0	""
"986"	0	""
"987"	0	""
"988"	0	""
"989"	0	""
"990"	0	""
"991"	0	""
"992"	0	""
"993"	0	""
"994"	0	""
"995"	0	""
"996"	0	""
"997"	0	""
"998"	0	""
"999"	1	""
"1000"	2	""
"1001"	2	""
"1002"	2	""
"1003"	2	""
"1004"	2	""
"1005"	2	""
"1006"	2	""
"1007"	3	""
"1008"	3	""
"1009"	3	""
"1010"	3	""
"1011"	3	""
"1012"	3	""
"1013"	3	""
"1014"	3	""
"1015"	3	""
"1016"	3	""
"1017"	3	""
"1018"	3	""
"1019"	3	""
"1020"	3	""
"1021"	3	""
"1022"	3	""
"1023"	3	""
"1024"	3	""
"1025"	3	""
"1026"	4	""
"1027"	4	""
"1028"	4	""
"1029"	4	""
"1030"	4	""
"1031"	3	""
"1032"	3	""
"1033"	3	""
"1034"	3	""
"1035"	3	""
"1036"	3	""
"1037"	3	""
"1038"	3	""
"1039"	2	""
"1040"	2	""
"1041"	2	""
"1042"	2	""
"1043"	2	""
"1044"	2	""
"1045"	2	""
"1046"	2	""
"1047"	4	""
"1048"	4	""
"1049"	4	""
"1050"	5	""
"1051"	5	""
"1052"	5	""
"1053"	5	""
"1054"	5	""
"1055"	5	""
"1056"	5	""
"1057"	4	""
"1058"	5	""
"1059"	5	""
"1060"	5	""
"1061"	5	""
"1062"	5	""
"1063"	5	""
"1064"	5	""
"1065"	5	""
"1066"	5	""
"1067"	5	""
"1068"	5	""
"1069"	5	""
"1070"	5	""
"1071"	5	""
"1072"	5	""
"1073"	5	""
"1074"	5	""
"1075"	5	""
"1076"	5	""
"1077"	5	""
"1078"	4	""
"1079"	3	""
"1080"	2	""
"1081"	2	""
"1082"	2	""
"1083"	2	""
"1084"	2	""
"1085"	2	""
"1086"	2	""
"1087"	2	""
"1088"	2	"Exon 9"
"1089"	1	""
"1090"	1	""
"1091"	1	""
"1092"	1	""
"1093"	1	""
"1094"	1	""
"1095"	2	""
"1096"	2	""
"1097"	2	""
"1098"	2	""
"1099"	2	""
"1100"	2	""
"1101"	2	""
"1102"	3	""
"1103"	3	""
"1104"	3	""
"1105"	3	""
"1106"	3	""
"1107"	3	""
"1108"	4	""
"1109"	4	""
"1110"	3	""
"1111"	3	""
"1112"	3	""
"1113"	3	""
"1114"	3	""
"1115"	3	""
"1116"	3	""
"1117"	3	""
"1118"	3	""
"1119"	3	""
"1120"	3	""
"1121"	3	""
"1122"	2	""
"1123"	2	""
"1124"	2	""
"1125"	2	""
"1126"	2	""
"1127"	2	""
"1128"	2	""
"1129"	2	""
"1130"	2	""
"1131"	1	""
"1132"	1	""
"1133"	1	""
"1134"	1	""
"1135"	1	""
"1136"	1	""
"1137"	1	""
"1138"	1	""
"1139"	0	""
"1140"	0	""
"1141"	0	""
"1142"	1	""
"1143"	1	""
"1144"	1	""
"1145"	1	""
"1146"	1	""
"1147"	1	""
"1148"	1	""
"1149"	1	""
"1150"	2	""
"1151"	2	""
"1152"	2	""
"1153"	2	""
"1154"	2	""
"1155"	2	""
"1156"	2	""
"1157"	2	""
"1158"	2	""
"1159"	2	""
"1160"	2	""
"1161"	2	""
"1162"	4	""
"1163"	4	""
"1164"	4	""
"1165"	4	""
"1166"	4	""
"1167"	4	""
"1168"	3	""
"1169"	3	""
"1170"	3	""
"1171"	3	""
"1172"	3	""
"1173"	3	""
"1174"	3	""
"1175"	3	""
"1176"	3	""
"1177"	3	""
"1178"	3	""
"1179"	3	""
"1180"	2	""
"1181"	2	""
"1182"	2	""
"1183"	2	""
"1184"	2	""
"1185"	2	""
"1186"	2	""
"1187"	2	""
"1188"	2	""
"1189"	2	""
"1190"	2	""
"1191"	2	""
"1192"	2	""
"1193"	0	""
"1194"	0	""
"1195"	0	""
"1196"	0	""
"1197"	0	""
"1198"	0	""
"1199"	0	""
"1200"	0	""
"1201"	0	""
"1202"	0	""
"1203"	0	""
"1204"	0	""
"1205"	0	""
"1206"	0	""
"1207"	0	""
"1208"	0	""
"1209"	0	""
"1210"	0	""
"1211"	0	"Exon 10"
"1212"	0	""
"1213"	0	""
"1214"	0	""
"1215"	0	""
"1216"	0	""
"1217"	0	""
"1218"	0	""
"1219"	0	""
"1220"	0	""
"1221"	0	""
"1222"	0	""
"1223"	1	""
"1224"	1	""
"1225"	1	""
"1226"	1	""
"1227"	1	""
"1228"	1	""
"1229"	2	""
"1230"	2	""
"1231"	2	""
"1232"	2	""
"1233"	2	""
"1234"	2	""
"1235"	2	""
"1236"	2	""
"1237"	2	""
"1238"	2	""
"1239"	2	""
"1240"	2	""
"1241"	2	""
"1242"	2	""
"1243"	2	""
"1244"	2	""
"1245"	2	""
"1246"	2	""
"1247"	2	""
"1248"	2	""
"1249"	2	""
"1250"	2	""
"1251"	2	""
"1252"	2	""
"1253"	1	""
"1254"	1	""
"1255"	1	""
"1256"	1	""
"1257"	1	""
"1258"	2	""
"1259"	3	""
"1260"	3	""
"1261"	2	""
"1262"	2	""
"1263"	2	""
"1264"	2	""
"1265"	2	""
"1266"	2	""
"1267"	2	""
"1268"	2	""
"1269"	2	""
"1270"	2	""
"1271"	2	""
"1272"	2	""
"1273"	2	""
"1274"	2	""
"1275"	2	""
"1276"	2	""
"1277"	2	""
"1278"	2	""
"1279"	2	""
"1280"	2	""
"1281"	3	""
"1282"	3	""
"1283"	3	""
"1284"	3	""
"1285"	3	""
"1286"	2	""
"1287"	2	""
"1288"	2	""
"1289"	2	""
"1290"	2	""
"1291"	1	""
"1292"	1	""
"1293"	1	""
"1294"	1	""
"1295"	1	""
"1296"	1	""
"1297"	1	""
"1298"	1	""
"1299"	1	""
"1300"	1	""
"1301"	1	""
"1302"	1	""
"1303"	1	""
"1304"	1	""
"1305"	1	""
"1306"	1	""
"1307"	1	""
"1308"	1	""
"1309"	1	""
"1310"	1	""
"1311"	0	""
"1312"	0	""
"1313"	0	""
"1314"	0	""
"1315"	0	""
"1316"	1	""
"1317"	1	""
"1318"	1	""
"1319"	1	""
"1320"	1	""
"1321"	1	""
"1322"	1	""
"1323"	1	""
"1324"	1	""
"1325"	1	""
"1326"	1	""
"1327"	1	""
"1328"	1	""
"1329"	1	""
"1330"	1	""
"1331"	2	""
"1332"	2	""
"1333"	2	""
"1334"	2	""
"1335"	2	""
"1336"	2	""
"1337"	3	""
"1338"	3	""
"1339"	3	""
"1340"	3	""
"1341"	3	""
"1342"	3	""
"1343"	3	""
"1344"	4	""
"1345"	3	""
"1346"	3	""
"1347"	3	""
"1348"	3	""
"1349"	3	""
"1350"	3	""
"1351"	3	""
"1352"	3	""
"1353"	3	""
"1354"	3	""
"1355"	3	""
"1356"	3	""
"1357"	3	""
"1358"	3	""
"1359"	4	""
"1360"	4	""
"1361"	3	""
"1362"	3	""
"1363"	3	""
"1364"	3	""
"1365"	2	""
"1366"	2	""
"1367"	2	""
"1368"	2	""
"1369"	2	""
"1370"	2	""
"1371"	2	""
"1372"	2	""
"1373"	2	""
"1374"	2	""
"1375"	1	""
"1376"	1	""
"1377"	1	""
"1378"	1	""
"1379"	1	""
"1380"	1	""
"1381"	1	""
"1382"	1	""
"1383"	0	""
"1384"	0	""
"1385"	0	""
"1386"	0	""
"1387"	0	""
"1388"	0	""
"1389"	0	""
"1390"	0	""
"1391"	0	""
"1392"	0	""
"1393"	0	""
"1394"	0	""
"1395"	0	""
"1396"	0	""
"1397"	0	""
"1398"	0	""
"1399"	0	""
"1400"	0	""
"1401"	0	""
"1402"	0	""
"1403"	0	""
"1404"	0	""
"1405"	0	""
"1406"	0	"Exon 11"
"1407"	1	""
"1408"	1	""
"1409"	1	""
"1410"	1	""
"1411"	3	""
"1412"	3	""
"1413"	3	""
"1414"	3	""
"1415"	3	""
"1416"	3	""
"1417"	3	""
"1418"	3	""
"1419"	3	""
"1420"	3	""
"1421"	3	""
"1422"	3	""
"1423"	3	""
"1424"	3	""
"1425"	3	""
"1426"	3	""
"1427"	3	""
"1428"	3	""
"1429"	3	""
"1430"	3	""
"1431"	3	""
"1432"	3	""
"1433"	3	""
"1434"	3	""
"1435"	3	""
"1436"	3	""
"1437"	2	""
"1438"	2	""
"1439"	2	""
"1440"	0	""
"1441"	0	""
"1442"	0	""
"1443"	0	""
"1444"	0	""
"1445"	0	""
"1446"	0	""
"1447"	0	""
"1448"	0	""
"1449"	0	""
"1450"	0	""
"1451"	0	""
"1452"	0	""
"1453"	0	""
"1454"	0	""
"1455"	0	""
"1456"	0	""
"1457"	0	""
"1458"	0	""
"1459"	0	""
"1460"	0	""
"1461"	0	""
"1462"	0	""
"1463"	0	""
"1464"	0	""
"1465"	0	""
"1466"	0	""
"1467"	0	""
"1468"	0	""
"1469"	0	""
"1470"	0	""
"1471"	0	""
"1472"	0	""
"1473"	0	""
"1474"	0	""
"1475"	0	""
"1476"	0	""
"1477"	0	""
"1478"	0	""
"1479"	0	""
"1480"	0	""
"1481"	0	""
"1482"	0	""
"1483"	0	""
"1484"	0	""
"1485"	0	""
"1486"	0	""
"1487"	0	""
"1488"	0	""
"1489"	0	""
"1490"	0	""
"1491"	0	""
"1492"	0	""
"1493"	0	""
"1494"	0	""
"1495"	0	""
"1496"	0	""
"1497"	0	""
"1498"	0	""
"1499"	0	""
"1500"	0	""
"1501"	0	""
"1502"	0	""
"1503"	0	""
"1504"	0	""
"1505"	0	""
"1506"	0	""
"1507"	0	""
"1508"	0	""
"1509"	0	""
"1510"	0	""
"1511"	0	""
"1512"	0	""
"1513"	0	""
"1514"	0	""
"1515"	0	""
"1516"	0	""
"1517"	0	""
"1518"	0	""
"1519"	2	""
"1520"	2	""
"1521"	2	""
"1522"	2	""
"1523"	2	""
"1524"	2	""
"1525"	2	""
"1526"	2	""
"1527"	2	""
"1528"	2	""
"1529"	2	""
"1530"	2	""
"1531"	2	""
"1532"	2	""
"1533"	2	""
"1534"	2	""
"1535"	2	""
"1536"	2	""
"1537"	2	""
"1538"	2	""
"1539"	2	""
"1540"	2	""
"1541"	2	"Exon 12"
"1542"	2	""
"1543"	2	""
"1544"	2	""
"1545"	2	""
"1546"	2	""
"1547"	2	""
"1548"	2	""
"1549"	2	""
"1550"	2	""
"1551"	0	""
"1552"	0	""
"1553"	0	""
"1554"	0	""
"1555"	0	""
"1556"	0	""
"1557"	0	""
"1558"	0	""
"1559"	0	""
"1560"	0	""
"1561"	0	""
"1562"	0	""
"1563"	0	""
"1564"	0	""
"1565"	0	""
"1566"	0	""
"1567"	0	""
"1568"	0	""
"1569"	0	""
"1570"	0	""
"1571"	0	""
"1572"	0	""
"1573"	0	""
"1574"	0	""
"1575"	0	""
"1576"	0	""
"1577"	0	""
"1578"	0	""
"1579"	0	""
"1580"	0	""
"1581"	0	""
"1582"	0	""
"1583"	0	""
"1584"	0	""
"1585"	0	""
"1586"	0	""
"1587"	0	""
"1588"	0	""
"1589"	0	""
"1590"	0	""
"1591"	0	""
"1592"	0	""
"1593"	0	""
"1594"	0	""
"1595"	0	""
"1596"	0	""
"1597"	0	""
"1598"	0	""
"1599"	0	""
"1600"	0	""
"1601"	0	""
"1602"	0	""
"1603"	0	""
"1604"	0	""
"1605"	0	""
"1606"	0	""
"1607"	0	""
"1608"	0	""
"1609"	0	""
"1610"	0	""
"1611"	0	""
"1612"	0	""
"1613"	0	""
"1614"	0	""
"1615"	0	""
"1616"	1	""
"1617"	1	""
"1618"	1	""
"1619"	1	""
"1620"	1	""
"1621"	1	""
"1622"	1	""
"1623"	1	""
"1624"	1	""
"1625"	1	""
"1626"	1	""
"1627"	1	""
"1628"	2	""
"1629"	2	""
"1630"	2	""
"1631"	3	""
"1632"	3	""
"1633"	3	""
"1634"	3	""
"1635"	3	""
"1636"	3	""
"1637"	5	""
"1638"	5	""
"1639"	5	""
"1640"	5	""
"1641"	5	""
"1642"	5	""
"1643"	6	""
"1644"	6	""
"1645"	6	""
"1646"	6	""
"1647"	5	""
"1648"	6	""
"1649"	6	""
"1650"	6	""
"1651"	6	""
"1652"	6	""
"1653"	6	""
"1654"	7	""
"1655"	7	""
