""	"coverage"	"feature"
"140"	3	""
"141"	3	""
"142"	3	""
"143"	3	""
"144"	3	""
"145"	3	""
"146"	3	""
"147"	3	""
"148"	3	""
"149"	3	""
"150"	3	""
"151"	3	""
"152"	4	""
"153"	4	""
"154"	4	""
"155"	4	""
"156"	4	""
"157"	4	""
"158"	4	""
"159"	4	""
"160"	4	""
"161"	4	""
"162"	4	""
"163"	4	""
"164"	4	""
"165"	4	""
"166"	4	""
"167"	4	""
"168"	4	""
"169"	3	""
"170"	3	""
"171"	2	""
"172"	2	""
"173"	2	""
"174"	1	""
"175"	1	""
"176"	1	""
"177"	1	""
"178"	1	""
"179"	1	""
"180"	1	""
"181"	1	""
"182"	1	""
"183"	0	""
"184"	0	""
"185"	0	""
"186"	0	""
"187"	0	""
"188"	0	""
"189"	0	""
"190"	0	""
"191"	0	""
"192"	0	""
"193"	0	""
"194"	0	""
"195"	0	""
"196"	0	""
"197"	0	""
"198"	0	""
"199"	0	""
"200"	0	""
"201"	0	""
"202"	0	""
"203"	0	""
"204"	0	""
"205"	0	""
"206"	0	""
"207"	0	""
"208"	0	""
"209"	0	""
"210"	0	""
"211"	0	""
"212"	0	""
"213"	0	""
"214"	0	""
"215"	0	""
"216"	0	""
"217"	0	""
"218"	0	""
"219"	0	""
"220"	0	""
"221"	0	""
"222"	0	""
"223"	0	""
"224"	0	""
"225"	0	""
"226"	0	""
"227"	0	""
"228"	0	""
"229"	0	""
"230"	0	""
"231"	0	""
"232"	0	""
"233"	0	""
"234"	0	""
"235"	0	""
"236"	0	""
"237"	0	""
"238"	0	""
"239"	0	""
"240"	0	""
"241"	0	""
"242"	0	""
"243"	0	""
"244"	0	""
"245"	0	""
"246"	0	""
"247"	0	""
"248"	0	""
"249"	0	""
"250"	0	""
"251"	0	""
"252"	0	""
"253"	0	""
"254"	0	""
"255"	0	""
"256"	0	""
"257"	0	""
"258"	0	""
"259"	0	""
"260"	0	""
"261"	0	""
"262"	0	""
"263"	0	""
"264"	0	""
"265"	0	""
"266"	0	""
"267"	0	""
"268"	0	""
"269"	0	""
"270"	0	""
"271"	0	""
"272"	0	""
"273"	1	""
"274"	1	""
"275"	1	""
"276"	1	""
"277"	1	""
"278"	1	""
"279"	1	""
"280"	1	""
"281"	1	""
"282"	1	""
"283"	1	""
"284"	1	""
"285"	1	""
"286"	1	""
"287"	1	""
"288"	1	""
"289"	1	""
"290"	1	""
"291"	1	""
"292"	1	""
"293"	1	""
"294"	1	""
"295"	1	""
"296"	1	""
"297"	1	""
"298"	1	""
"299"	1	""
"300"	1	""
"301"	1	""
"302"	1	""
"303"	1	""
"304"	1	""
"305"	1	""
"306"	0	""
"307"	0	""
"308"	0	""
"309"	0	""
"310"	0	""
"311"	0	""
"312"	0	""
"313"	0	""
"314"	0	""
"315"	0	""
"316"	0	""
"317"	0	""
"318"	0	""
"319"	0	""
"320"	0	""
"321"	0	""
"322"	0	""
"323"	0	""
"324"	0	""
"325"	0	""
"326"	0	""
"327"	0	""
"328"	0	""
"329"	0	""
"330"	0	""
"331"	1	""
"332"	1	""
"333"	1	""
"334"	1	""
"335"	1	""
"336"	1	""
"337"	1	""
"338"	1	""
"339"	1	""
"340"	1	""
"341"	1	""
"342"	1	""
"343"	1	""
"344"	1	""
"345"	1	""
"346"	1	""
"347"	1	""
"348"	1	""
"349"	1	""
"350"	1	""
"351"	1	""
"352"	1	""
"353"	1	""
"354"	1	""
"355"	1	""
"356"	1	""
"357"	1	""
"358"	1	""
"359"	0	""
"360"	0	""
"361"	0	""
"362"	0	""
"363"	0	""
"364"	0	""
"365"	0	""
"366"	0	""
"367"	0	""
"368"	0	""
"369"	0	""
"370"	0	""
"371"	1	""
"372"	1	""
"373"	1	""
"374"	1	""
"375"	1	""
"376"	1	""
"377"	1	""
"378"	1	""
"379"	1	""
"380"	1	""
"381"	1	""
"382"	1	""
"383"	1	""
"384"	1	""
"385"	1	""
"386"	2	""
"387"	2	""
"388"	2	""
"389"	2	""
"390"	2	""
"391"	2	""
"392"	2	""
"393"	2	""
"394"	2	""
"395"	2	""
"396"	2	""
"397"	2	""
"398"	2	""
"399"	2	""
"400"	1	""
"401"	1	""
"402"	1	""
"403"	1	""
"404"	2	""
"405"	2	""
"406"	2	""
"407"	2	""
"408"	2	""
"409"	2	""
"410"	2	""
"411"	2	""
"412"	2	""
"413"	2	""
"414"	2	""
"415"	2	""
"416"	1	""
"417"	1	""
"418"	1	""
"419"	1	""
"420"	1	""
"421"	1	""
"422"	1	""
"423"	1	""
"424"	1	""
"425"	1	""
"426"	3	""
"427"	3	""
"428"	3	""
"429"	3	""
"430"	3	""
"431"	3	""
"432"	2	""
"433"	2	""
"434"	2	""
"435"	2	""
"436"	2	""
"437"	2	""
"438"	2	""
"439"	2	""
"440"	2	""
"441"	2	""
"442"	2	""
"443"	2	""
"444"	2	""
"445"	2	""
"446"	2	""
"447"	2	""
"448"	2	""
"449"	2	""
"450"	2	""
"451"	2	""
"452"	2	""
"453"	2	""
"454"	2	""
"455"	2	""
"456"	0	""
"457"	0	""
"458"	0	""
"459"	0	""
"460"	0	""
"461"	0	""
"462"	0	""
"463"	0	""
"464"	0	""
"465"	0	""
"466"	0	""
"467"	0	""
"468"	0	""
"469"	0	""
"470"	0	""
"471"	0	""
"472"	0	""
"473"	0	""
"474"	0	""
"475"	0	""
"476"	0	""
"477"	0	""
"478"	0	""
"479"	0	""
"480"	0	""
"481"	0	""
"482"	0	""
"483"	0	""
"484"	0	""
"485"	0	""
"486"	0	""
"487"	0	""
"488"	0	""
"489"	0	""
"490"	0	""
"491"	0	""
"492"	0	""
"493"	0	""
"494"	0	""
"495"	0	""
"496"	0	""
"497"	0	""
"498"	0	""
"499"	0	""
"500"	0	""
"501"	0	""
"502"	0	""
"503"	0	""
"504"	0	""
"505"	0	""
"506"	0	""
"507"	0	""
"508"	0	""
"509"	0	""
"510"	0	""
"511"	0	""
"512"	0	""
"513"	0	""
"514"	0	""
"515"	0	""
"516"	0	""
"517"	0	""
"518"	0	""
"519"	0	""
"520"	0	""
"521"	0	""
"522"	0	""
"523"	0	""
"524"	0	""
"525"	0	""
"526"	0	""
"527"	0	""
"528"	0	""
"529"	0	""
"530"	0	""
"531"	0	""
"532"	0	""
"533"	0	""
"534"	0	""
"535"	0	""
"536"	0	""
"537"	0	""
"538"	0	""
"539"	0	""
"540"	0	""
"541"	0	""
"542"	0	""
"543"	2	""
"544"	2	""
"545"	2	""
"546"	2	""
"547"	2	""
"548"	2	""
"549"	2	""
"550"	2	""
"551"	2	""
"552"	2	""
"553"	2	""
"554"	2	""
"555"	2	""
"556"	2	""
"557"	2	""
"558"	2	""
"559"	2	""
"560"	2	""
"561"	2	""
"562"	2	""
"563"	2	""
"564"	2	""
"565"	2	""
"566"	2	""
"567"	2	""
"568"	2	""
"569"	2	""
"570"	2	""
"571"	2	""
"572"	2	""
"573"	2	""
"574"	2	""
"575"	0	""
"576"	0	""
"577"	0	""
"578"	0	""
"579"	0	""
"580"	0	""
"581"	0	""
"582"	0	""
"583"	0	""
"584"	0	""
"585"	0	""
"586"	0	""
"587"	0	""
"588"	0	""
"589"	0	""
"590"	0	""
"591"	0	""
"592"	0	""
"593"	0	""
"594"	0	""
"595"	0	""
"596"	0	""
"597"	0	""
"598"	0	""
"599"	0	""
"600"	0	""
"601"	0	""
"602"	0	"Exon 2"
"603"	0	""
"604"	0	""
"605"	0	""
"606"	0	""
"607"	0	""
"608"	0	""
"609"	0	""
"610"	0	""
"611"	0	""
"612"	0	""
"613"	1	""
"614"	1	""
"615"	4	""
"616"	4	""
"617"	4	""
"618"	4	""
"619"	10	""
"620"	11	""
"621"	11	""
"622"	11	""
"623"	11	""
"624"	11	""
"625"	11	""
"626"	11	""
"627"	11	""
"628"	11	""
"629"	11	""
"630"	11	""
"631"	11	""
"632"	11	""
"633"	11	""
"634"	11	""
"635"	11	""
"636"	11	""
"637"	11	""
"638"	12	""
"639"	12	""
"640"	12	""
"641"	12	""
"642"	12	""
"643"	12	""
"644"	10	""
"645"	9	""
"646"	9	""
"647"	9	""
"648"	8	""
"649"	8	""
"650"	8	""
"651"	6	""
"652"	3	""
"653"	2	""
"654"	2	""
"655"	2	""
"656"	2	""
"657"	2	""
"658"	2	""
"659"	2	""
"660"	2	""
"661"	2	""
"662"	2	""
"663"	2	""
"664"	2	""
"665"	2	""
"666"	2	""
"667"	2	""
"668"	2	""
"669"	2	""
"670"	2	""
"671"	2	""
"672"	2	""
"673"	2	""
"674"	1	""
"675"	1	""
"676"	1	""
"677"	1	""
"678"	1	""
"679"	1	""
"680"	0	""
"681"	0	""
"682"	0	""
"683"	0	""
"684"	0	""
"685"	0	""
"686"	0	""
"687"	0	""
"688"	0	""
"689"	0	""
"690"	0	""
"691"	0	""
"692"	0	""
"693"	0	""
"694"	0	""
"695"	0	""
"696"	0	""
"697"	1	""
"698"	1	""
"699"	1	""
"700"	1	""
"701"	1	""
"702"	1	""
"703"	1	""
"704"	1	""
"705"	1	""
"706"	1	""
"707"	1	""
"708"	1	""
"709"	1	""
"710"	1	""
"711"	1	""
"712"	1	""
"713"	1	""
"714"	1	""
"715"	1	""
"716"	2	""
"717"	3	""
"718"	3	""
"719"	3	""
"720"	3	""
"721"	3	""
"722"	3	""
"723"	3	""
"724"	3	""
"725"	3	""
"726"	3	""
"727"	3	""
"728"	2	""
"729"	2	""
"730"	2	""
"731"	2	""
"732"	2	""
"733"	3	""
"734"	3	""
"735"	3	""
"736"	3	""
"737"	3	""
"738"	3	""
"739"	3	""
"740"	3	""
"741"	4	""
"742"	6	""
"743"	6	""
"744"	6	""
"745"	6	""
"746"	5	""
"747"	5	""
"748"	5	""
"749"	5	""
"750"	5	""
"751"	4	""
"752"	4	""
"753"	4	""
"754"	4	""
"755"	4	""
"756"	4	""
"757"	4	""
"758"	4	""
"759"	4	""
"760"	4	""
"761"	4	""
"762"	3	""
"763"	4	""
"764"	4	""
"765"	4	""
"766"	4	""
"767"	4	""
"768"	4	""
"769"	1	""
"770"	1	""
"771"	1	""
"772"	1	"Exon 3"
"773"	1	""
"774"	1	""
"775"	2	""
"776"	2	""
"777"	2	""
"778"	2	""
"779"	2	""
"780"	2	""
"781"	2	""
"782"	2	""
"783"	2	""
"784"	2	""
"785"	3	""
"786"	3	""
"787"	3	""
"788"	3	""
"789"	3	""
"790"	3	""
"791"	3	""
"792"	3	""
"793"	3	""
"794"	2	""
"795"	2	""
"796"	2	""
"797"	2	""
"798"	2	""
"799"	2	""
"800"	3	""
"801"	5	""
"802"	5	""
"803"	4	""
"804"	4	""
"805"	5	""
"806"	5	""
"807"	5	""
"808"	5	""
"809"	5	""
"810"	5	""
"811"	5	""
"812"	5	""
"813"	5	""
"814"	5	""
"815"	5	""
"816"	7	""
"817"	7	""
"818"	7	""
"819"	7	""
"820"	7	""
"821"	9	""
"822"	9	""
"823"	9	""
"824"	9	""
"825"	9	""
"826"	9	""
"827"	10	""
"828"	10	""
"829"	9	""
"830"	9	""
"831"	10	""
"832"	9	""
"833"	8	""
"834"	8	""
"835"	8	""
"836"	8	""
"837"	8	""
"838"	8	""
"839"	8	""
"840"	8	""
"841"	8	""
"842"	8	""
"843"	8	""
"844"	8	""
"845"	8	""
"846"	7	""
"847"	5	""
"848"	5	""
"849"	5	""
"850"	5	""
"851"	5	""
"852"	5	""
"853"	3	""
"854"	3	""
"855"	5	""
"856"	8	""
"857"	7	""
"858"	7	""
"859"	7	""
"860"	7	""
"861"	7	""
"862"	7	""
"863"	7	""
"864"	7	""
"865"	7	""
"866"	7	""
"867"	7	""
"868"	7	""
"869"	7	""
"870"	7	""
"871"	7	""
"872"	8	""
"873"	8	""
"874"	8	""
"875"	8	""
"876"	8	""
"877"	8	""
"878"	8	""
"879"	8	""
"880"	9	""
"881"	9	""
"882"	9	""
"883"	9	""
"884"	9	""
"885"	9	""
"886"	8	""
"887"	5	"Exon 4"
"888"	3	""
"889"	3	""
"890"	2	""
"891"	2	""
"892"	2	""
"893"	2	""
"894"	2	""
"895"	2	""
"896"	2	""
"897"	2	""
"898"	3	""
"899"	3	""
"900"	3	""
"901"	2	""
"902"	2	""
"903"	2	""
"904"	2	""
"905"	2	""
"906"	2	""
"907"	2	""
"908"	2	""
"909"	2	""
"910"	2	""
"911"	2	""
"912"	2	""
"913"	1	""
"914"	1	""
"915"	1	""
"916"	1	""
"917"	1	""
"918"	1	""
"919"	1	""
"920"	1	""
"921"	3	""
"922"	3	""
"923"	3	""
"924"	3	""
"925"	3	""
"926"	3	""
"927"	2	""
"928"	2	""
"929"	2	""
"930"	2	""
"931"	2	""
"932"	2	""
"933"	2	""
"934"	2	""
"935"	2	""
"936"	2	""
"937"	2	""
"938"	2	""
"939"	2	""
"940"	2	""
"941"	2	""
"942"	2	""
"943"	2	""
"944"	2	""
"945"	2	""
"946"	2	""
"947"	2	""
"948"	2	""
"949"	2	""
"950"	1	""
"951"	1	""
"952"	1	""
"953"	0	""
"954"	0	""
"955"	0	""
"956"	0	""
"957"	0	""
"958"	0	""
"959"	0	""
"960"	0	""
"961"	0	""
"962"	0	""
"963"	0	""
"964"	1	""
"965"	1	""
"966"	2	""
"967"	2	""
"968"	2	""
"969"	2	""
"970"	3	""
"971"	3	""
"972"	3	""
"973"	3	""
"974"	3	""
"975"	3	""
"976"	3	""
"977"	3	""
"978"	3	""
"979"	3	""
"980"	4	""
"981"	5	""
"982"	6	""
"983"	6	""
"984"	6	""
"985"	6	""
"986"	6	""
"987"	6	""
"988"	6	""
"989"	6	""
"990"	6	""
"991"	6	""
"992"	6	""
"993"	6	""
"994"	6	""
"995"	6	""
"996"	4	""
"997"	4	""
"998"	4	""
"999"	4	""
"1000"	4	""
"1001"	3	""
"1002"	3	""
"1003"	3	""
"1004"	3	""
"1005"	3	""
"1006"	3	"Exon 5"
"1007"	3	""
"1008"	3	""
"1009"	3	""
"1010"	3	""
"1011"	3	""
"1012"	0	""
"1013"	0	""
"1014"	0	""
"1015"	0	""
"1016"	0	""
"1017"	0	""
"1018"	0	""
"1019"	0	""
"1020"	0	""
"1021"	0	""
"1022"	0	""
"1023"	0	""
"1024"	2	""
"1025"	2	""
"1026"	2	""
"1027"	2	""
"1028"	2	""
"1029"	2	""
"1030"	2	""
"1031"	2	""
"1032"	2	""
"1033"	2	""
"1034"	2	""
"1035"	2	""
"1036"	2	""
"1037"	2	""
"1038"	2	""
"1039"	2	""
"1040"	2	""
"1041"	2	""
"1042"	2	""
"1043"	2	""
"1044"	2	""
"1045"	2	""
"1046"	2	""
"1047"	2	""
"1048"	2	""
"1049"	2	""
"1050"	2	""
"1051"	2	""
"1052"	2	""
"1053"	4	""
"1054"	4	""
"1055"	4	""
"1056"	2	""
"1057"	2	""
"1058"	2	""
"1059"	4	""
"1060"	4	""
"1061"	4	""
"1062"	4	""
"1063"	5	""
"1064"	5	""
"1065"	5	""
"1066"	5	""
"1067"	5	""
"1068"	5	""
"1069"	5	""
"1070"	6	""
"1071"	6	""
"1072"	6	"Exon 6"
"1073"	6	""
"1074"	6	""
"1075"	6	""
"1076"	6	""
"1077"	6	""
"1078"	6	""
"1079"	6	""
"1080"	6	""
"1081"	6	""
"1082"	6	""
"1083"	6	""
"1084"	6	""
"1085"	6	""
"1086"	3	""
"1087"	3	""
"1088"	3	""
"1089"	3	""
"1090"	2	""
"1091"	2	""
"1092"	2	""
"1093"	2	""
"1094"	2	""
"1095"	2	""
"1096"	2	""
"1097"	2	""
"1098"	2	""
"1099"	2	""
"1100"	1	""
"1101"	1	""
"1102"	1	""
"1103"	1	""
"1104"	1	""
"1105"	1	""
"1106"	1	""
"1107"	1	""
"1108"	1	""
"1109"	1	""
"1110"	1	""
"1111"	1	""
"1112"	1	""
"1113"	1	""
"1114"	1	""
"1115"	1	""
"1116"	1	""
"1117"	1	""
"1118"	1	""
"1119"	1	""
"1120"	1	""
"1121"	1	""
"1122"	1	""
"1123"	1	""
"1124"	1	""
"1125"	1	""
"1126"	1	""
"1127"	0	""
"1128"	1	""
"1129"	1	""
"1130"	1	""
"1131"	1	""
"1132"	1	""
"1133"	1	""
"1134"	1	""
"1135"	1	""
"1136"	1	""
"1137"	1	""
"1138"	2	""
"1139"	2	""
"1140"	2	""
"1141"	2	""
"1142"	2	""
"1143"	2	""
"1144"	2	""
"1145"	2	""
"1146"	2	""
"1147"	2	""
"1148"	2	""
"1149"	2	""
"1150"	2	""
"1151"	2	""
"1152"	2	""
"1153"	2	""
"1154"	2	""
"1155"	2	""
"1156"	2	""
"1157"	1	""
"1158"	1	""
"1159"	1	""
"1160"	1	""
"1161"	1	""
"1162"	1	""
"1163"	1	""
"1164"	1	""
"1165"	1	""
"1166"	1	""
"1167"	1	""
"1168"	1	""
"1169"	1	""
"1170"	1	""
"1171"	0	""
"1172"	1	""
"1173"	1	""
"1174"	1	""
"1175"	1	""
"1176"	1	""
"1177"	1	""
"1178"	1	""
"1179"	1	""
"1180"	1	""
"1181"	1	""
"1182"	1	""
"1183"	1	""
"1184"	1	""
"1185"	1	""
"1186"	1	"Exon 7"
"1187"	2	""
"1188"	2	""
"1189"	3	""
"1190"	3	""
"1191"	3	""
"1192"	3	""
"1193"	3	""
"1194"	5	""
"1195"	5	""
"1196"	6	""
"1197"	6	""
"1198"	6	""
"1199"	6	""
"1200"	5	""
"1201"	5	""
"1202"	5	""
"1203"	5	""
"1204"	6	""
"1205"	7	""
"1206"	7	""
"1207"	7	""
"1208"	8	""
"1209"	8	""
"1210"	8	""
"1211"	8	""
"1212"	8	""
"1213"	8	""
"1214"	8	""
"1215"	8	""
"1216"	8	""
"1217"	8	""
"1218"	7	""
"1219"	7	""
"1220"	6	""
"1221"	6	""
"1222"	6	""
"1223"	4	""
"1224"	3	""
"1225"	3	""
"1226"	4	""
"1227"	4	""
"1228"	4	""
"1229"	4	""
"1230"	4	""
"1231"	4	""
"1232"	4	""
"1233"	3	""
"1234"	2	""
"1235"	2	""
"1236"	1	""
"1237"	1	""
"1238"	1	""
"1239"	1	""
"1240"	1	""
"1241"	1	""
"1242"	1	""
"1243"	1	""
"1244"	1	""
"1245"	1	""
"1246"	1	""
"1247"	1	""
"1248"	1	""
"1249"	1	""
"1250"	1	""
"1251"	1	""
"1252"	1	""
"1253"	1	""
"1254"	1	""
"1255"	1	""
"1256"	1	""
"1257"	2	""
"1258"	2	""
"1259"	1	""
"1260"	1	""
"1261"	1	""
"1262"	1	""
"1263"	1	""
"1264"	1	""
"1265"	1	""
"1266"	1	""
"1267"	1	""
"1268"	1	""
"1269"	1	""
"1270"	1	""
"1271"	1	""
"1272"	1	""
"1273"	1	""
"1274"	1	""
"1275"	2	""
"1276"	2	""
"1277"	2	""
"1278"	2	""
"1279"	2	""
"1280"	2	""
"1281"	2	""
"1282"	2	""
"1283"	2	""
"1284"	2	""
"1285"	2	""
"1286"	2	""
"1287"	2	""
"1288"	2	""
"1289"	2	""
"1290"	2	""
"1291"	2	""
"1292"	2	""
"1293"	1	""
"1294"	2	""
"1295"	3	""
"1296"	3	""
"1297"	3	""
"1298"	3	""
"1299"	3	""
"1300"	3	""
"1301"	3	""
"1302"	3	""
"1303"	3	""
"1304"	3	"Exon 8"
"1305"	3	""
"1306"	3	""
"1307"	2	""
"1308"	2	""
"1309"	2	""
"1310"	2	""
"1311"	2	""
"1312"	2	""
"1313"	2	""
"1314"	2	""
"1315"	2	""
"1316"	2	""
"1317"	2	""
"1318"	2	""
"1319"	2	""
"1320"	1	""
"1321"	1	""
"1322"	0	""
"1323"	0	""
"1324"	0	""
"1325"	0	""
"1326"	0	""
"1327"	0	""
"1328"	1	""
"1329"	1	""
"1330"	1	""
"1331"	1	""
"1332"	1	""
"1333"	1	""
"1334"	1	""
"1335"	1	""
"1336"	1	""
"1337"	1	""
"1338"	1	""
"1339"	1	""
"1340"	1	""
"1341"	1	""
"1342"	1	""
"1343"	1	""
"1344"	1	""
"1345"	1	""
"1346"	1	""
"1347"	1	""
"1348"	1	""
"1349"	1	""
"1350"	1	""
"1351"	2	""
"1352"	2	""
"1353"	2	""
"1354"	2	""
"1355"	2	""
"1356"	2	""
"1357"	2	""
"1358"	1	""
"1359"	1	""
"1360"	1	""
"1361"	1	""
"1362"	1	""
"1363"	1	""
"1364"	1	""
"1365"	1	""
"1366"	1	""
"1367"	1	""
"1368"	1	""
"1369"	1	""
"1370"	1	""
"1371"	1	""
"1372"	1	""
"1373"	1	""
"1374"	1	""
"1375"	1	""
"1376"	1	""
"1377"	1	""
"1378"	1	""
"1379"	1	""
"1380"	0	""
"1381"	0	""
"1382"	0	""
"1383"	0	""
"1384"	0	""
"1385"	0	""
"1386"	0	""
"1387"	1	""
"1388"	1	""
"1389"	1	""
"1390"	1	""
"1391"	1	""
"1392"	1	""
"1393"	2	""
"1394"	2	""
"1395"	2	""
"1396"	4	""
"1397"	4	""
"1398"	5	""
"1399"	6	""
"1400"	6	""
"1401"	6	""
"1402"	6	""
"1403"	6	"Exon 9"
"1404"	6	""
"1405"	6	""
"1406"	6	""
"1407"	6	""
"1408"	7	""
"1409"	7	""
"1410"	7	""
"1411"	7	""
"1412"	7	""
"1413"	7	""
"1414"	7	""
"1415"	7	""
"1416"	8	""
"1417"	8	""
"1418"	8	""
"1419"	8	""
"1420"	8	""
"1421"	8	""
"1422"	8	""
"1423"	6	""
"1424"	6	""
"1425"	5	""
"1426"	5	""
"1427"	5	""
"1428"	5	""
"1429"	5	""
"1430"	5	""
"1431"	5	""
"1432"	5	""
"1433"	4	""
"1434"	4	""
"1435"	4	""
"1436"	3	""
"1437"	3	""
"1438"	3	""
"1439"	3	""
"1440"	3	""
"1441"	3	""
"1442"	3	""
"1443"	3	""
"1444"	3	""
"1445"	2	""
"1446"	2	""
"1447"	2	""
"1448"	2	""
"1449"	2	""
"1450"	2	""
"1451"	2	""
"1452"	2	""
"1453"	2	""
"1454"	2	""
"1455"	1	""
"1456"	1	""
"1457"	1	""
"1458"	1	""
"1459"	1	""
"1460"	1	""
"1461"	2	""
"1462"	2	""
"1463"	2	""
"1464"	3	""
"1465"	3	""
"1466"	3	""
"1467"	3	""
"1468"	3	""
"1469"	3	""
"1470"	3	""
"1471"	3	""
"1472"	3	""
"1473"	3	""
"1474"	3	""
"1475"	3	""
"1476"	3	""
"1477"	3	""
"1478"	3	""
"1479"	4	""
"1480"	3	""
"1481"	3	""
"1482"	3	""
"1483"	3	""
"1484"	3	""
"1485"	3	""
"1486"	7	""
"1487"	7	""
"1488"	7	""
"1489"	7	""
"1490"	7	""
"1491"	7	""
"1492"	7	""
"1493"	6	""
"1494"	5	""
"1495"	5	""
"1496"	5	""
"1497"	5	""
"1498"	5	""
"1499"	5	""
"1500"	5	""
"1501"	5	""
"1502"	5	""
"1503"	5	""
"1504"	5	""
"1505"	5	""
"1506"	5	""
"1507"	5	""
"1508"	5	""
"1509"	5	""
"1510"	4	""
"1511"	4	""
"1512"	4	""
"1513"	4	""
"1514"	3	""
"1515"	3	""
"1516"	3	""
"1517"	0	""
"1518"	0	""
"1519"	0	""
"1520"	0	""
"1521"	0	""
"1522"	0	""
"1523"	0	""
"1524"	0	""
"1525"	0	""
"1526"	0	""
"1527"	0	""
"1528"	0	""
"1529"	0	""
"1530"	0	""
"1531"	0	"Exon 10"
"1532"	0	""
"1533"	1	""
"1534"	1	""
"1535"	1	""
"1536"	1	""
"1537"	1	""
"1538"	1	""
"1539"	1	""
"1540"	1	""
"1541"	1	""
"1542"	2	""
"1543"	2	""
"1544"	2	""
"1545"	2	""
"1546"	3	""
"1547"	3	""
"1548"	3	""
"1549"	3	""
"1550"	3	""
"1551"	3	""
"1552"	3	""
"1553"	3	""
"1554"	4	""
"1555"	4	""
"1556"	4	""
"1557"	4	""
"1558"	4	""
"1559"	3	""
"1560"	3	""
"1561"	3	""
"1562"	3	""
"1563"	3	""
"1564"	3	""
"1565"	3	""
"1566"	3	""
"1567"	3	""
"1568"	3	""
"1569"	3	""
"1570"	3	""
"1571"	4	""
"1572"	3	""
"1573"	3	""
"1574"	3	""
"1575"	3	""
"1576"	2	""
"1577"	2	""
"1578"	2	""
"1579"	2	""
"1580"	2	""
"1581"	2	""
"1582"	2	""
"1583"	2	""
"1584"	2	""
"1585"	2	""
"1586"	1	""
"1587"	1	""
"1588"	1	""
"1589"	2	""
"1590"	3	""
"1591"	3	""
"1592"	3	""
"1593"	3	""
"1594"	3	""
"1595"	3	""
"1596"	3	""
"1597"	3	""
"1598"	3	""
"1599"	2	""
"1600"	2	""
"1601"	2	""
"1602"	2	"Exon 11"
"1603"	2	""
"1604"	2	""
"1605"	2	""
"1606"	2	""
"1607"	2	""
"1608"	2	""
"1609"	2	""
"1610"	2	""
"1611"	2	""
"1612"	3	""
"1613"	3	""
"1614"	3	""
"1615"	3	""
"1616"	3	""
"1617"	3	""
"1618"	3	""
"1619"	3	""
"1620"	3	""
"1621"	2	""
"1622"	2	""
"1623"	2	""
"1624"	2	""
"1625"	2	""
"1626"	2	""
"1627"	2	""
"1628"	2	""
"1629"	2	""
"1630"	2	""
"1631"	2	""
"1632"	2	""
"1633"	2	""
"1634"	2	""
"1635"	2	""
"1636"	2	""
"1637"	2	""
"1638"	2	""
"1639"	2	""
"1640"	2	""
"1641"	2	""
"1642"	2	""
"1643"	2	""
"1644"	3	""
"1645"	3	""
"1646"	2	""
"1647"	2	""
"1648"	2	""
"1649"	2	""
"1650"	2	""
"1651"	1	""
"1652"	1	""
"1653"	1	""
"1654"	1	""
"1655"	1	""
"1656"	1	""
