""	"coverage"	"feature"
"140"	0	""
"141"	0	""
"142"	0	""
"143"	0	""
"144"	0	""
"145"	0	""
"146"	0	""
"147"	0	""
"148"	0	""
"149"	0	""
"150"	0	""
"151"	0	""
"152"	0	""
"153"	0	""
"154"	0	""
"155"	0	""
"156"	0	""
"157"	0	""
"158"	0	""
"159"	0	""
"160"	0	""
"161"	0	""
"162"	0	""
"163"	0	""
"164"	0	""
"165"	0	""
"166"	0	""
"167"	0	""
"168"	0	""
"169"	0	""
"170"	0	""
"171"	0	""
"172"	0	""
"173"	0	""
"174"	0	""
"175"	0	""
"176"	0	""
"177"	0	""
"178"	0	""
"179"	0	""
"180"	0	""
"181"	0	""
"182"	0	""
"183"	0	""
"184"	0	""
"185"	0	""
"186"	0	""
"187"	0	""
"188"	12	""
"189"	12	""
"190"	12	""
"191"	13	""
"192"	13	""
"193"	14	""
"194"	14	""
"195"	16	""
"196"	16	""
"197"	16	""
"198"	16	""
"199"	16	""
"200"	16	""
"201"	16	""
"202"	16	""
"203"	16	""
"204"	16	""
"205"	17	""
"206"	17	""
"207"	17	""
"208"	17	""
"209"	17	""
"210"	17	""
"211"	17	""
"212"	17	""
"213"	17	""
"214"	18	""
"215"	18	""
"216"	18	""
"217"	17	""
"218"	17	""
"219"	13	""
"220"	11	""
"221"	6	""
"222"	5	""
"223"	5	""
"224"	4	""
"225"	3	""
"226"	4	""
"227"	4	""
"228"	3	""
"229"	3	""
"230"	3	""
"231"	3	""
"232"	3	""
"233"	3	""
"234"	3	""
"235"	3	""
"236"	3	""
"237"	2	""
"238"	2	""
"239"	2	""
"240"	2	""
"241"	2	""
"242"	2	""
"243"	2	""
"244"	2	""
"245"	1	""
"246"	1	""
"247"	1	""
"248"	1	""
"249"	1	""
"250"	1	""
"251"	1	""
"252"	1	""
"253"	1	""
"254"	1	""
"255"	1	""
"256"	1	""
"257"	1	""
"258"	1	""
"259"	0	""
"260"	0	""
"261"	0	""
"262"	0	""
"263"	0	""
"264"	0	""
"265"	0	""
"266"	0	""
"267"	0	""
"268"	1	""
"269"	1	""
"270"	1	""
"271"	1	""
"272"	1	""
"273"	1	""
"274"	1	""
"275"	2	""
"276"	3	""
"277"	3	""
"278"	3	""
"279"	3	""
"280"	3	""
"281"	3	""
"282"	3	""
"283"	3	""
"284"	3	""
"285"	3	""
"286"	3	""
"287"	3	""
"288"	3	""
"289"	3	""
"290"	3	""
"291"	3	""
"292"	3	""
"293"	3	""
"294"	2	""
"295"	2	""
"296"	2	""
"297"	2	""
"298"	2	""
"299"	2	""
"300"	2	""
"301"	2	""
"302"	1	""
"303"	1	""
"304"	1	""
"305"	1	""
"306"	0	""
"307"	0	""
"308"	0	""
"309"	0	""
"310"	0	""
"311"	0	""
"312"	0	""
"313"	0	""
"314"	0	""
"315"	0	""
"316"	1	""
"317"	2	""
"318"	2	""
"319"	2	""
"320"	3	""
"321"	4	""
"322"	6	""
"323"	6	""
"324"	6	""
"325"	6	""
"326"	6	""
"327"	6	""
"328"	6	""
"329"	6	""
"330"	6	""
"331"	6	""
"332"	7	""
"333"	8	""
"334"	8	""
"335"	8	""
"336"	8	""
"337"	8	""
"338"	8	""
"339"	8	""
"340"	8	""
"341"	8	""
"342"	7	""
"343"	7	""
"344"	7	""
"345"	7	""
"346"	9	""
"347"	9	""
"348"	9	""
"349"	9	""
"350"	6	""
"351"	5	""
"352"	4	""
"353"	4	""
"354"	3	""
"355"	3	""
"356"	3	""
"357"	3	""
"358"	3	""
"359"	2	""
"360"	2	""
"361"	2	""
"362"	2	""
"363"	2	""
"364"	2	""
"365"	2	""
"366"	2	""
"367"	2	""
"368"	2	""
"369"	2	""
"370"	2	""
"371"	2	""
"372"	2	""
"373"	1	""
"374"	1	""
"375"	1	""
"376"	1	""
"377"	0	"Exon 2"
"378"	0	""
"379"	0	""
"380"	0	""
"381"	0	""
"382"	0	""
"383"	1	""
"384"	1	""
"385"	1	""
"386"	1	""
"387"	1	""
"388"	1	""
"389"	1	""
"390"	1	""
"391"	1	""
"392"	1	""
"393"	1	""
"394"	1	""
"395"	1	""
"396"	1	""
"397"	1	""
"398"	1	""
"399"	1	""
"400"	1	""
"401"	1	""
"402"	1	""
"403"	1	""
"404"	1	""
"405"	1	""
"406"	1	""
"407"	3	""
"408"	2	""
"409"	2	""
"410"	4	""
"411"	4	""
"412"	5	""
"413"	5	""
"414"	5	""
"415"	5	""
"416"	7	""
"417"	7	""
"418"	7	""
"419"	7	""
"420"	7	""
"421"	7	""
"422"	7	""
"423"	11	""
"424"	11	""
"425"	11	""
"426"	11	""
"427"	11	""
"428"	11	""
"429"	11	""
"430"	11	""
"431"	11	""
"432"	11	""
"433"	11	""
"434"	11	""
"435"	11	"Exon 3"
"436"	10	""
"437"	8	""
"438"	7	""
"439"	7	""
"440"	8	""
"441"	8	""
"442"	8	""
"443"	7	""
"444"	7	""
"445"	6	""
"446"	7	""
"447"	7	""
"448"	6	""
"449"	6	""
"450"	6	""
"451"	5	""
"452"	5	""
"453"	5	""
"454"	3	""
"455"	3	""
"456"	2	""
"457"	2	""
"458"	2	""
"459"	2	""
"460"	2	""
"461"	2	""
"462"	2	""
"463"	2	""
"464"	2	""
"465"	2	""
"466"	2	""
"467"	2	""
"468"	1	""
"469"	1	""
"470"	1	""
"471"	1	""
"472"	1	""
"473"	3	""
"474"	3	""
"475"	3	""
"476"	3	""
"477"	2	""
"478"	2	""
"479"	2	""
"480"	2	""
"481"	2	""
"482"	2	""
"483"	2	""
"484"	2	""
"485"	2	""
"486"	2	""
"487"	2	""
"488"	2	""
"489"	2	""
"490"	2	""
"491"	2	""
"492"	2	""
"493"	2	""
"494"	2	""
"495"	2	""
"496"	2	""
"497"	2	""
"498"	2	""
"499"	2	""
"500"	2	""
"501"	2	""
"502"	1	""
"503"	0	""
"504"	0	""
"505"	0	""
"506"	0	""
"507"	0	""
"508"	0	""
"509"	0	""
"510"	0	""
"511"	0	""
"512"	1	""
"513"	1	""
"514"	1	""
"515"	1	""
"516"	1	""
"517"	1	""
"518"	1	""
"519"	1	""
"520"	1	""
"521"	2	""
"522"	2	""
"523"	2	""
"524"	2	""
"525"	3	""
"526"	3	""
"527"	3	""
"528"	3	""
"529"	3	""
"530"	3	""
"531"	3	""
"532"	3	""
"533"	3	""
"534"	3	""
"535"	3	""
"536"	3	""
"537"	3	""
"538"	3	""
"539"	3	""
"540"	3	""
"541"	3	""
"542"	2	""
"543"	2	""
"544"	2	""
"545"	2	""
"546"	3	""
"547"	3	""
"548"	3	""
"549"	3	""
"550"	3	""
"551"	3	""
"552"	2	""
"553"	1	""
"554"	1	""
"555"	2	""
"556"	2	""
"557"	2	""
"558"	2	""
"559"	2	""
"560"	2	""
"561"	2	""
"562"	2	""
"563"	2	"Exon 4"
"564"	2	""
"565"	2	""
"566"	2	""
"567"	2	""
"568"	2	""
"569"	2	""
"570"	2	""
"571"	2	""
"572"	2	""
"573"	2	""
"574"	2	""
"575"	2	""
"576"	3	""
"577"	3	""
"578"	2	""
"579"	2	""
"580"	1	""
"581"	1	""
"582"	1	""
"583"	1	""
"584"	1	""
"585"	1	""
"586"	1	""
"587"	1	""
"588"	1	""
"589"	1	""
"590"	1	""
"591"	1	""
"592"	1	""
"593"	1	""
"594"	1	""
"595"	1	""
"596"	1	""
"597"	1	""
"598"	1	""
"599"	1	""
"600"	0	""
"601"	0	""
"602"	0	""
"603"	0	""
"604"	0	""
"605"	0	""
"606"	0	""
"607"	0	""
"608"	0	""
"609"	0	""
"610"	0	""
"611"	0	""
"612"	0	""
"613"	0	""
"614"	0	""
"615"	0	""
"616"	0	""
"617"	0	""
"618"	0	""
"619"	0	""
"620"	0	""
"621"	0	""
"622"	0	""
"623"	0	""
"624"	0	""
"625"	0	""
"626"	0	""
"627"	0	""
"628"	0	""
"629"	3	""
"630"	4	""
"631"	4	""
"632"	4	""
"633"	4	""
"634"	4	""
"635"	4	""
"636"	4	""
"637"	4	""
"638"	4	"Exon 5"
"639"	4	""
"640"	4	""
"641"	4	""
"642"	4	""
"643"	4	""
"644"	4	""
"645"	4	""
"646"	4	""
"647"	4	""
"648"	4	""
"649"	4	""
"650"	4	""
"651"	4	""
"652"	4	""
"653"	4	""
"654"	4	""
"655"	4	""
"656"	3	""
"657"	3	""
"658"	3	""
"659"	2	""
"660"	2	""
"661"	0	""
"662"	0	""
"663"	0	""
"664"	1	""
"665"	4	""
"666"	7	""
"667"	7	""
"668"	7	""
"669"	7	""
"670"	7	""
"671"	7	""
"672"	7	""
"673"	7	""
"674"	7	""
"675"	8	""
"676"	8	""
"677"	8	""
"678"	8	""
"679"	8	""
"680"	8	""
"681"	8	""
"682"	10	""
"683"	10	""
"684"	10	""
"685"	10	""
"686"	10	""
"687"	10	""
"688"	10	""
"689"	10	""
"690"	10	""
"691"	10	""
"692"	10	""
"693"	10	""
"694"	7	""
"695"	8	""
"696"	4	""
"697"	5	""
"698"	5	""
"699"	5	""
"700"	5	""
"701"	5	""
"702"	5	""
"703"	5	""
"704"	5	""
"705"	5	""
"706"	4	""
"707"	4	""
"708"	4	""
"709"	4	""
"710"	3	""
"711"	3	""
"712"	4	""
"713"	4	""
"714"	6	""
"715"	6	""
"716"	6	""
"717"	6	""
"718"	6	""
"719"	6	""
"720"	6	""
"721"	6	""
"722"	6	""
"723"	6	""
"724"	6	""
"725"	5	""
"726"	4	""
"727"	4	""
"728"	4	""
"729"	4	""
"730"	4	""
"731"	4	""
"732"	4	""
"733"	4	""
"734"	4	"Exon 6"
"735"	4	""
"736"	4	""
"737"	4	""
"738"	3	""
"739"	3	""
"740"	3	""
"741"	3	""
"742"	3	""
"743"	1	""
"744"	0	""
"745"	0	""
"746"	0	""
"747"	0	""
"748"	0	""
"749"	0	""
"750"	0	""
"751"	0	""
"752"	0	""
"753"	1	""
"754"	1	""
"755"	1	""
"756"	1	""
"757"	1	""
"758"	2	""
"759"	2	""
"760"	2	""
"761"	2	""
"762"	2	""
"763"	2	""
"764"	2	""
"765"	2	""
"766"	2	""
"767"	3	""
"768"	3	""
"769"	3	""
"770"	3	""
"771"	3	""
"772"	3	""
"773"	3	""
"774"	3	""
"775"	3	""
"776"	3	""
"777"	3	""
"778"	3	""
"779"	3	""
"780"	3	""
"781"	3	""
"782"	3	""
"783"	1	""
"784"	1	""
"785"	1	""
"786"	1	""
"787"	1	""
"788"	2	""
"789"	2	""
"790"	2	""
"791"	2	""
"792"	2	""
"793"	2	""
"794"	2	""
"795"	2	""
"796"	2	""
"797"	2	""
"798"	2	""
"799"	2	""
"800"	2	""
"801"	2	""
"802"	2	""
"803"	2	""
"804"	2	""
"805"	2	""
"806"	2	""
"807"	2	""
"808"	2	""
"809"	2	""
"810"	2	""
"811"	2	""
"812"	5	""
"813"	5	""
"814"	5	""
"815"	5	""
"816"	5	""
"817"	5	""
"818"	4	""
"819"	4	""
"820"	4	""
"821"	4	""
"822"	4	""
"823"	4	""
"824"	4	""
"825"	3	""
"826"	3	""
"827"	3	""
"828"	3	""
"829"	3	""
"830"	3	""
"831"	3	""
"832"	3	""
"833"	3	""
"834"	3	""
"835"	3	""
"836"	4	""
"837"	4	""
"838"	4	""
"839"	4	""
"840"	4	""
"841"	3	""
"842"	3	""
"843"	3	""
"844"	3	""
"845"	3	""
"846"	3	""
"847"	3	""
"848"	3	""
"849"	3	""
"850"	3	""
"851"	3	""
"852"	3	""
"853"	3	""
"854"	3	""
"855"	4	""
"856"	5	""
"857"	5	""
"858"	5	""
"859"	5	""
"860"	6	""
"861"	6	""
"862"	6	""
"863"	6	"Exon 7"
"864"	6	""
"865"	6	""
"866"	6	""
"867"	6	""
"868"	5	""
"869"	5	""
"870"	5	""
"871"	6	""
"872"	5	""
"873"	5	""
"874"	5	""
"875"	5	""
"876"	5	""
"877"	6	""
"878"	6	""
"879"	7	""
"880"	7	""
"881"	7	""
"882"	6	""
"883"	6	""
"884"	5	""
"885"	5	""
"886"	5	""
"887"	5	""
"888"	5	""
"889"	4	""
"890"	4	""
"891"	4	""
"892"	4	""
"893"	4	""
"894"	4	""
"895"	4	""
"896"	5	""
"897"	5	""
"898"	5	""
"899"	5	""
"900"	3	""
"901"	3	""
"902"	3	""
"903"	3	""
"904"	3	""
"905"	2	""
"906"	2	""
"907"	2	""
"908"	2	""
"909"	2	""
"910"	1	""
"911"	1	""
"912"	1	""
"913"	1	""
"914"	1	""
"915"	1	""
"916"	1	""
"917"	1	""
"918"	1	""
"919"	1	""
"920"	1	""
"921"	1	""
"922"	1	""
"923"	0	""
"924"	0	""
"925"	0	""
"926"	0	""
"927"	0	""
"928"	0	""
"929"	0	""
"930"	1	""
"931"	1	""
"932"	1	""
"933"	1	""
"934"	1	""
"935"	1	""
"936"	1	""
"937"	1	""
"938"	2	""
"939"	2	""
"940"	2	""
"941"	2	""
"942"	2	""
"943"	2	""
"944"	2	""
"945"	2	""
"946"	2	""
"947"	2	""
"948"	2	""
"949"	2	""
"950"	2	""
"951"	2	""
"952"	3	""
"953"	3	""
"954"	4	""
"955"	4	""
"956"	4	""
"957"	4	""
"958"	4	""
"959"	4	""
"960"	3	""
"961"	3	""
"962"	4	""
"963"	4	""
"964"	4	""
"965"	4	""
"966"	4	""
"967"	6	""
"968"	6	""
"969"	5	""
"970"	5	""
"971"	6	""
"972"	6	""
"973"	6	""
"974"	6	""
"975"	6	""
"976"	6	""
"977"	5	""
"978"	4	""
"979"	4	""
"980"	4	""
"981"	4	""
"982"	4	""
"983"	4	""
"984"	4	""
"985"	4	""
"986"	4	""
"987"	4	""
"988"	4	""
"989"	4	""
"990"	4	""
"991"	4	""
"992"	4	""
"993"	4	""
"994"	3	""
"995"	4	""
"996"	3	""
"997"	2	""
"998"	2	""
"999"	3	""
"1000"	4	""
"1001"	3	""
"1002"	3	""
"1003"	3	""
"1004"	3	""
"1005"	3	""
"1006"	3	""
"1007"	3	""
"1008"	3	""
"1009"	3	""
"1010"	3	""
"1011"	3	""
"1012"	3	""
"1013"	3	""
"1014"	3	""
"1015"	3	""
"1016"	3	""
"1017"	3	""
"1018"	3	""
"1019"	3	""
"1020"	3	""
"1021"	4	""
"1022"	4	""
"1023"	4	""
"1024"	4	""
"1025"	4	"Exon 8"
"1026"	4	""
"1027"	4	""
"1028"	4	""
"1029"	3	""
"1030"	3	""
"1031"	3	""
"1032"	3	""
"1033"	2	""
"1034"	2	""
"1035"	2	""
"1036"	2	""
"1037"	2	""
"1038"	3	""
"1039"	3	""
"1040"	3	""
"1041"	4	""
"1042"	4	""
"1043"	4	""
"1044"	5	""
"1045"	5	""
"1046"	5	""
"1047"	5	""
"1048"	4	""
"1049"	3	""
"1050"	3	""
"1051"	3	""
"1052"	3	""
"1053"	3	""
"1054"	3	""
"1055"	3	""
"1056"	3	""
"1057"	3	""
"1058"	3	""
"1059"	3	""
"1060"	3	""
"1061"	3	""
"1062"	4	""
"1063"	4	""
"1064"	4	""
"1065"	4	""
"1066"	2	""
"1067"	2	""
"1068"	2	""
"1069"	2	""
"1070"	2	""
"1071"	2	""
"1072"	2	""
"1073"	1	""
"1074"	1	""
"1075"	1	""
"1076"	1	""
"1077"	1	""
"1078"	1	""
"1079"	1	""
"1080"	1	""
"1081"	1	""
"1082"	1	""
"1083"	1	""
"1084"	1	""
"1085"	1	""
"1086"	2	""
"1087"	2	""
"1088"	3	""
"1089"	3	""
"1090"	4	""
"1091"	5	""
"1092"	5	""
"1093"	4	""
"1094"	4	""
"1095"	4	""
"1096"	4	""
"1097"	4	""
"1098"	4	""
"1099"	4	""
"1100"	4	""
"1101"	4	""
"1102"	4	""
"1103"	4	""
"1104"	4	""
"1105"	5	""
"1106"	5	""
"1107"	5	""
"1108"	5	""
"1109"	5	""
"1110"	5	""
"1111"	5	""
"1112"	5	""
"1113"	5	""
"1114"	5	""
"1115"	5	""
"1116"	5	""
"1117"	4	""
"1118"	4	""
"1119"	4	""
"1120"	2	""
"1121"	1	""
"1122"	1	""
"1123"	1	""
"1124"	1	""
"1125"	1	""
"1126"	1	""
"1127"	1	""
"1128"	1	""
"1129"	1	""
"1130"	1	""
"1131"	1	""
"1132"	0	""
"1133"	0	""
"1134"	0	""
"1135"	0	""
"1136"	0	""
"1137"	0	""
"1138"	0	""
"1139"	0	""
"1140"	0	""
"1141"	0	""
"1142"	0	""
"1143"	0	""
"1144"	0	""
"1145"	0	""
"1146"	0	""
"1147"	0	""
"1148"	0	""
"1149"	0	""
"1150"	0	""
"1151"	0	""
"1152"	0	""
"1153"	0	""
"1154"	0	""
"1155"	0	""
"1156"	0	""
"1157"	0	""
"1158"	0	""
"1159"	0	""
"1160"	0	""
"1161"	0	""
"1162"	0	""
"1163"	0	""
"1164"	0	""
"1165"	0	""
"1166"	0	""
"1167"	0	""
"1168"	0	""
"1169"	0	""
"1170"	0	""
"1171"	0	""
"1172"	0	""
"1173"	0	""
"1174"	0	""
"1175"	0	""
"1176"	0	""
"1177"	0	""
"1178"	0	""
"1179"	0	""
"1180"	0	""
"1181"	0	""
"1182"	0	""
"1183"	0	""
"1184"	0	""
"1185"	0	""
"1186"	0	""
"1187"	0	""
"1188"	0	""
"1189"	0	""
"1190"	0	""
"1191"	0	""
"1192"	0	""
"1193"	0	""
"1194"	0	""
"1195"	0	""
"1196"	0	""
"1197"	0	""
"1198"	0	""
"1199"	0	""
"1200"	0	""
"1201"	0	""
"1202"	0	""
"1203"	0	""
"1204"	0	""
"1205"	0	""
"1206"	0	""
"1207"	0	""
"1208"	0	""
"1209"	0	""
"1210"	0	""
"1211"	0	""
"1212"	0	""
"1213"	0	""
"1214"	0	""
"1215"	0	""
"1216"	0	""
"1217"	0	""
"1218"	0	""
"1219"	0	""
"1220"	0	""
"1221"	0	""
"1222"	0	""
"1223"	0	""
"1224"	0	""
"1225"	0	""
"1226"	0	""
"1227"	0	""
"1228"	0	""
"1229"	0	""
"1230"	0	""
"1231"	0	""
"1232"	0	""
"1233"	0	""
"1234"	0	""
"1235"	0	""
"1236"	0	""
"1237"	0	""
"1238"	0	""
"1239"	0	""
"1240"	0	""
"1241"	0	""
"1242"	0	""
"1243"	0	""
"1244"	0	""
"1245"	0	""
"1246"	0	""
"1247"	0	""
"1248"	0	""
"1249"	0	""
"1250"	0	""
"1251"	0	""
"1252"	0	""
"1253"	0	""
"1254"	0	""
"1255"	0	""
"1256"	0	""
"1257"	0	""
"1258"	0	""
"1259"	0	""
"1260"	0	""
"1261"	0	""
"1262"	0	""
"1263"	0	""
"1264"	0	""
"1265"	0	""
"1266"	0	""
"1267"	0	""
"1268"	0	""
"1269"	0	""
"1270"	0	""
"1271"	0	""
"1272"	0	""
"1273"	0	""
"1274"	0	""
"1275"	0	""
"1276"	0	""
"1277"	0	""
"1278"	0	""
"1279"	0	""
"1280"	0	""
"1281"	0	""
"1282"	0	""
"1283"	0	""
"1284"	0	""
"1285"	0	""
"1286"	0	""
"1287"	0	""
"1288"	0	""
"1289"	0	""
"1290"	0	""
"1291"	0	""
"1292"	0	""
"1293"	0	""
"1294"	0	""
"1295"	0	""
"1296"	0	""
"1297"	0	""
"1298"	0	""
"1299"	0	""
"1300"	0	""
"1301"	0	""
"1302"	0	""
"1303"	0	""
"1304"	0	""
"1305"	0	""
"1306"	0	""
"1307"	0	""
"1308"	0	""
"1309"	0	""
"1310"	0	""
"1311"	0	""
"1312"	0	""
"1313"	0	""
"1314"	0	""
"1315"	0	""
"1316"	0	""
"1317"	0	""
"1318"	0	""
"1319"	0	""
"1320"	0	""
"1321"	0	""
"1322"	0	""
"1323"	0	""
"1324"	0	""
"1325"	0	""
"1326"	0	""
"1327"	0	""
"1328"	0	""
"1329"	0	""
"1330"	0	""
"1331"	0	""
"1332"	0	""
"1333"	0	""
"1334"	0	""
"1335"	0	""
"1336"	0	""
"1337"	0	""
"1338"	0	""
"1339"	0	""
"1340"	0	""
"1341"	0	""
"1342"	0	""
"1343"	0	""
"1344"	0	""
"1345"	0	""
"1346"	0	""
"1347"	0	""
"1348"	0	""
"1349"	0	""
"1350"	0	""
"1351"	0	""
"1352"	0	""
"1353"	0	""
"1354"	0	""
"1355"	0	""
"1356"	0	""
"1357"	0	""
"1358"	0	""
"1359"	0	""
"1360"	0	""
"1361"	0	""
"1362"	0	""
"1363"	0	""
"1364"	0	""
"1365"	0	""
"1366"	0	""
"1367"	0	""
"1368"	0	""
"1369"	0	""
"1370"	0	""
"1371"	0	""
"1372"	0	""
"1373"	0	""
"1374"	0	""
"1375"	0	""
"1376"	0	""
"1377"	0	""
"1378"	0	""
"1379"	0	""
"1380"	0	""
"1381"	0	""
"1382"	0	""
"1383"	0	""
"1384"	0	""
"1385"	0	""
"1386"	0	""
"1387"	0	""
"1388"	0	""
"1389"	0	""
"1390"	0	""
"1391"	0	""
"1392"	0	""
"1393"	0	""
"1394"	0	""
"1395"	0	""
"1396"	0	""
"1397"	0	""
"1398"	0	""
"1399"	0	""
"1400"	0	""
"1401"	0	""
"1402"	0	""
"1403"	0	""
"1404"	0	""
"1405"	0	""
"1406"	0	""
"1407"	0	""
"1408"	0	""
"1409"	0	""
"1410"	0	""
"1411"	0	""
"1412"	0	""
"1413"	0	""
"1414"	0	""
"1415"	0	""
"1416"	0	""
"1417"	0	""
"1418"	0	""
"1419"	0	""
"1420"	0	""
"1421"	0	""
"1422"	0	""
"1423"	0	""
"1424"	0	""
"1425"	0	""
"1426"	0	""
"1427"	0	""
"1428"	0	""
"1429"	0	""
"1430"	0	""
"1431"	0	""
"1432"	0	""
"1433"	0	""
"1434"	0	""
"1435"	0	""
"1436"	0	""
"1437"	0	""
"1438"	0	""
"1439"	0	""
"1440"	0	""
"1441"	0	""
"1442"	0	""
"1443"	0	""
"1444"	0	""
"1445"	0	""
"1446"	0	""
"1447"	0	""
"1448"	0	""
"1449"	0	""
"1450"	0	""
"1451"	0	""
"1452"	0	""
"1453"	0	""
"1454"	0	""
"1455"	0	""
"1456"	0	""
"1457"	0	""
"1458"	0	""
"1459"	0	""
"1460"	0	""
"1461"	0	""
"1462"	0	""
"1463"	0	""
"1464"	0	""
"1465"	0	""
"1466"	0	""
"1467"	0	""
"1468"	0	""
"1469"	0	""
"1470"	0	""
"1471"	0	""
"1472"	0	""
"1473"	0	""
"1474"	0	""
"1475"	0	""
"1476"	0	""
"1477"	0	""
"1478"	0	""
"1479"	0	""
"1480"	0	""
"1481"	0	""
"1482"	0	""
"1483"	0	""
"1484"	0	""
"1485"	0	""
"1486"	0	""
"1487"	0	""
"1488"	0	""
"1489"	0	""
"1490"	0	""
"1491"	0	""
"1492"	0	""
"1493"	0	""
"1494"	0	""
"1495"	0	""
"1496"	0	""
"1497"	0	""
"1498"	0	""
"1499"	0	""
"1500"	0	""
"1501"	0	""
"1502"	0	""
"1503"	0	""
"1504"	0	""
"1505"	0	""
"1506"	0	""
"1507"	0	""
"1508"	0	""
"1509"	0	""
"1510"	0	""
"1511"	0	""
"1512"	0	""
"1513"	0	""
"1514"	0	""
"1515"	0	""
"1516"	0	""
"1517"	0	""
"1518"	0	""
"1519"	0	""
"1520"	0	""
"1521"	0	""
"1522"	0	""
"1523"	0	""
"1524"	0	""
"1525"	0	""
"1526"	0	""
"1527"	0	""
"1528"	0	""
"1529"	0	""
"1530"	0	""
"1531"	0	""
"1532"	0	""
"1533"	0	""
"1534"	0	""
"1535"	0	""
"1536"	0	""
"1537"	0	""
"1538"	0	""
"1539"	0	""
"1540"	0	""
"1541"	0	""
"1542"	0	""
"1543"	0	""
"1544"	0	""
"1545"	0	""
"1546"	0	""
"1547"	0	""
"1548"	0	""
"1549"	0	""
"1550"	0	""
"1551"	0	""
"1552"	0	""
"1553"	0	""
"1554"	0	""
"1555"	0	""
"1556"	0	""
"1557"	0	""
"1558"	0	""
"1559"	0	""
"1560"	0	""
"1561"	0	""
"1562"	0	""
"1563"	0	""
"1564"	0	""
"1565"	0	""
"1566"	0	""
"1567"	0	""
"1568"	0	""
"1569"	0	""
"1570"	0	""
"1571"	0	""
"1572"	0	""
"1573"	0	""
"1574"	0	""
"1575"	0	""
"1576"	0	""
"1577"	0	""
"1578"	0	""
"1579"	0	""
"1580"	0	""
"1581"	0	""
"1582"	0	""
"1583"	0	""
"1584"	0	""
"1585"	0	""
"1586"	0	""
"1587"	0	""
"1588"	0	""
"1589"	0	""
"1590"	0	""
"1591"	0	""
"1592"	0	""
"1593"	0	""
"1594"	0	""
"1595"	0	""
"1596"	0	""
"1597"	0	""
"1598"	0	""
"1599"	0	""
"1600"	0	""
"1601"	0	""
"1602"	0	""
"1603"	0	""
"1604"	0	""
"1605"	0	""
"1606"	0	""
"1607"	0	""
"1608"	0	""
"1609"	0	""
"1610"	0	""
"1611"	0	""
"1612"	0	""
"1613"	0	""
"1614"	0	""
"1615"	0	""
"1616"	0	""
"1617"	0	""
"1618"	0	""
"1619"	0	""
"1620"	0	""
"1621"	0	""
"1622"	0	""
"1623"	0	""
"1624"	0	""
"1625"	0	""
"1626"	0	""
"1627"	0	""
"1628"	0	""
"1629"	0	""
"1630"	0	""
"1631"	0	""
"1632"	0	""
"1633"	0	""
"1634"	0	""
"1635"	0	""
"1636"	0	""
"1637"	0	""
"1638"	0	""
"1639"	0	""
"1640"	0	""
"1641"	0	""
"1642"	0	""
"1643"	0	""
"1644"	0	""
"1645"	0	""
"1646"	0	""
"1647"	0	""
"1648"	0	""
"1649"	0	""
"1650"	0	""
"1651"	0	""
"1652"	0	""
"1653"	0	""
"1654"	0	""
"1655"	0	""
"1656"	0	""
"1657"	0	""
"1658"	0	""
